Resource|Type|File|http://purl.org/coscine/terms/sfb1394#acquiredIons|http://purl.org/coscine/terms/sfb1394#affiliation|http://purl.org/coscine/terms/sfb1394#aliasID|http://purl.org/coscine/terms/sfb1394#annularMillingParameters|http://purl.org/coscine/terms/sfb1394#baseTemperature|http://purl.org/coscine/terms/sfb1394#comments|http://purl.org/coscine/terms/sfb1394#detectionRate|http://purl.org/coscine/terms/sfb1394#laserPulseEnergy|http://purl.org/coscine/terms/sfb1394#lift-outRegion|http://purl.org/coscine/terms/sfb1394#lowVoltageCleaning|http://purl.org/coscine/terms/sfb1394#measurementDateTime|http://purl.org/coscine/terms/sfb1394#mode|http://purl.org/coscine/terms/sfb1394#operator|http://purl.org/coscine/terms/sfb1394#parentSampleId|http://purl.org/coscine/terms/sfb1394#pre-treatment|http://purl.org/coscine/terms/sfb1394#pulseFrequency|http://purl.org/coscine/terms/sfb1394#runTime|http://purl.org/coscine/terms/sfb1394#shankAngle|http://purl.org/coscine/terms/sfb1394#specimenApexRadius|http://purl.org/coscine/terms/sfb1394#startVoltage|http://purl.org/coscine/terms/sfb1394#stopVoltage|http://purl.org/dc/terms/created|http://purl.org/dc/terms/creator|http://purl.org/dc/terms/identifier|http://purl.org/dc/terms/isPartOf|http://purl.org/dc/terms/isReferencedBy|http://purl.org/dc/terms/modified|http://purl.org/dc/terms/title|http://purl.org/fdp/fdp-o#isMetadataOf|http://www.purl.org/net/CSMD/4.0#investigation_instrument|http://www.purl.org/net/CSMD/4.0#investigation_sample|http://www.w3.org/1999/02/22-rdf-syntax-ns#type|http://www.w3.org/ns/prov#generatedAtTime|http://www.w3.org/ns/prov#wasRevisionOfNode
322EA9BA-AF4E-4C3A-BE02-0FC76C6673FE|RDS|https://purl.org/coscine/resources/322ea9ba-af4e-4c3a-be02-0fc76c6673fe/R68_06387-v01-clip400nm_ProxCa10%25_11nm_0-5nm.csv/@type=metadata&version=1672829767|20|||0.79 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm|30||0.5|60|Surface lift-out from 10x10 mm sample in the center10x2x0.35 μm Pt protection layer14x4x4 μm Trench Milling (2x)|5 kV / 50 s|2021-07-02|Laser|Marcus Hans|Thin film sample e118_P16 (Philipp Keuter), Mg-Al-Ca, 100°C (2020-09-02)||125|580|8.5|18|1.4|3.5|2020-12-02|Marcus Hans|R68_06387-v01|||||https://purl.org/coscine/resources/322ea9ba-af4e-4c3a-be02-0fc76c6673fe/R68_06387-v01-clip400nm_ProxCa10%25_11nm_0-5nm.csv/@type=data&version=1672634418|LEAP4000XHR_5068|200625_C141_Aparna9:M-26|http://www.w3.org/ns/prov#Entity|2023-01-04T10:56:07.911183Z|https://purl.org/coscine/resources/322ea9ba-af4e-4c3a-be02-0fc76c6673fe/R68_06387-v01-clip400nm_ProxCa10%25_11nm_0-5nm.csv/@type=metadata&version=1672742884
322EA9BA-AF4E-4C3A-BE02-0FC76C6673FE|RDS|https://purl.org/coscine/resources/322ea9ba-af4e-4c3a-be02-0fc76c6673fe/R68_06387-v01-clip400nm_cyl-10x10x400nm_2nm.csv/@type=metadata&version=1672829765|20|||0.79 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm|30||0.5|60|Surface lift-out from 10x10 mm sample in the center10x2x0.35 μm Pt protection layer14x4x4 μm Trench Milling (2x)|5 kV / 50 s|2021-07-02|Laser|Marcus Hans|Thin film sample e118_P16 (Philipp Keuter), Mg-Al-Ca, 100°C (2020-09-02)||125|580|8.5|18|1.4|3.5|2020-12-02|Marcus Hans|R68_06387-v01|||||https://purl.org/coscine/resources/322ea9ba-af4e-4c3a-be02-0fc76c6673fe/R68_06387-v01-clip400nm_cyl-10x10x400nm_2nm.csv/@type=data&version=1672634418|LEAP4000XHR_5068|200625_C141_Aparna9:M-26|http://www.w3.org/ns/prov#Entity|2023-01-04T10:56:06.311131Z|https://purl.org/coscine/resources/322ea9ba-af4e-4c3a-be02-0fc76c6673fe/R68_06387-v01-clip400nm_cyl-10x10x400nm_2nm.csv/@type=metadata&version=1672742882
322EA9BA-AF4E-4C3A-BE02-0FC76C6673FE|RDS|https://purl.org/coscine/resources/322ea9ba-af4e-4c3a-be02-0fc76c6673fe/R68_06387-v01.epos/@type=metadata&version=1672829768|20|||0.79 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm|30||0.5|60|Surface lift-out from 10x10 mm sample in the center10x2x0.35 μm Pt protection layer14x4x4 μm Trench Milling (2x)|5 kV / 50 s|2021-07-02|Laser|Marcus Hans|Thin film sample e118_P16 (Philipp Keuter), Mg-Al-Ca, 100°C (2020-09-02)||125|580|8.5|18|1.4|3.5|2020-12-02|Marcus Hans|R68_06387-v01|||||https://purl.org/coscine/resources/322ea9ba-af4e-4c3a-be02-0fc76c6673fe/R68_06387-v01.epos/@type=data&version=1672634418|LEAP4000XHR_5068|200625_C141_Aparna9:M-26|http://www.w3.org/ns/prov#Entity|2023-01-04T10:56:09.499759Z|https://purl.org/coscine/resources/322ea9ba-af4e-4c3a-be02-0fc76c6673fe/R68_06387-v01.epos/@type=metadata&version=1672742887
322EA9BA-AF4E-4C3A-BE02-0FC76C6673FE|RDS|https://purl.org/coscine/resources/322ea9ba-af4e-4c3a-be02-0fc76c6673fe/R68_06387-v01_RangeFile.RRNG/@type=metadata&version=1672829763|20|||0.79 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm|30||0.5|60|Surface lift-out from 10x10 mm sample in the center10x2x0.35 μm Pt protection layer14x4x4 μm Trench Milling (2x)|5 kV / 50 s|2021-07-02|Laser|Marcus Hans|Thin film sample e118_P16 (Philipp Keuter), Mg-Al-Ca, 100°C (2020-09-02)||125|580|8.5|18|1.4|3.5|2020-12-02|Marcus Hans|R68_06387-v01|||||https://purl.org/coscine/resources/322ea9ba-af4e-4c3a-be02-0fc76c6673fe/R68_06387-v01_RangeFile.RRNG/@type=data&version=1672634417|LEAP4000XHR_5068|200625_C141_Aparna9:M-26|http://www.w3.org/ns/prov#Entity|2023-01-04T10:56:03.716900Z|https://purl.org/coscine/resources/322ea9ba-af4e-4c3a-be02-0fc76c6673fe/R68_06387-v01_RangeFile.RRNG/@type=metadata&version=1672742879
37C57FC4-9963-441F-AA65-8C777A86FAF3|RDS|https://hdl.handle.net/21.11102/37c57fc4-9963-441f-aa65-8c777a86faf3@path=%2FR68_06788-v01temp1.root|50|||4.0/1.5 um	0.79 nA3.0/0.75 um	0.43 nA2.5/0.5 um	0.23 nA2.0/0.3 um	80 pA2.0/0.1 um	40 pA|30||0,5|100||5kV, 40pA, 30 sek|2022-02-02|Laser|Deborah Neuß|R68_06788||125|23,29 h|12|22||3,546|2021-03-08|Deborah Neuß|R68_06788||||||LEAP4000XHR_5068|210308_C162_Deborah2:M-26|||
37C57FC4-9963-441F-AA65-8C777A86FAF3|RDS|https://hdl.handle.net/21.11102/37c57fc4-9963-441f-aa65-8c777a86faf3@path=%2FR68_06788-v02_RangeFile.RRNG|50|||4.0/1.5 um	0.79 nA3.0/0.75 um	0.43 nA2.5/0.5 um	0.23 nA2.0/0.3 um	80 pA2.0/0.1 um	40 pA|30||0,5|100||5kV, 40pA, 30 sek|2022-02-02|Laser|Deborah Neuß|R68_06788||125|23,29 h|12|22||3,546|2021-03-08|Deborah Neuß|R68_06788||||||LEAP4000XHR_5068|210308_C162_Deborah2:M-26|||
37C57FC4-9963-441F-AA65-8C777A86FAF3|RDS|https://hdl.handle.net/21.11102/37c57fc4-9963-441f-aa65-8c777a86faf3@path=%2FR68_06788.shadow|50|||4.0/1.5 um	0.79 nA3.0/0.75 um	0.43 nA2.5/0.5 um	0.23 nA2.0/0.3 um	80 pA2.0/0.1 um	40 pA|30||0,5|100||5kV, 40pA, 30 sek|2022-02-02|Laser|Deborah Neuß|R68_06788||125|23,29 h|12|22||3,546|2021-03-08|Deborah Neuß|R68_06788||||||LEAP4000XHR_5068|210308_C162_Deborah2:M-26|||
37C57FC4-9963-441F-AA65-8C777A86FAF3|RDS|https://hdl.handle.net/21.11102/37c57fc4-9963-441f-aa65-8c777a86faf3@path=%2FR68_06788temp1.root|50|||4.0/1.5 um	0.79 nA3.0/0.75 um	0.43 nA2.5/0.5 um	0.23 nA2.0/0.3 um	80 pA2.0/0.1 um	40 pA|30||0,5|100||5kV, 40pA, 30 sek|2022-02-02|Laser|Deborah Neuß|R68_06788||125|23,29 h|12|22||3,546|2021-03-08|Deborah Neuß|R68_06788||||||LEAP4000XHR_5068|210308_C162_Deborah2:M-26|||
37C57FC4-9963-441F-AA65-8C777A86FAF3|RDS|https://hdl.handle.net/21.11102/37c57fc4-9963-441f-aa65-8c777a86faf3@path=%2FR68_06788temp2.root|50|||4.0/1.5 um	0.79 nA3.0/0.75 um	0.43 nA2.5/0.5 um	0.23 nA2.0/0.3 um	80 pA2.0/0.1 um	40 pA|30||0,5|100||5kV, 40pA, 30 sek|2022-02-02|Laser|Deborah Neuß|R68_06788||125|23,29 h|12|22||3,546|2021-03-08|Deborah Neuß|R68_06788||||||LEAP4000XHR_5068|210308_C162_Deborah2:M-26|||
40CBD7DD-7ECB-441B-9409-461D9E080B87|RDS|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Ca100%25-iso6%25_2pt.BMP/@type=metadata&version=1672843420|27.9|||0.43 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm|30|Reconstruction fitted with STEM image|0.5|100|Plan-view lift-out from 10x10 mm sample in the center (fracture cross-section)10x1.5x0.5 μm Pt protection layer14x4x4 μm Trench Milling (2x)|5 kV / 30 s|2021-07-02|Laser|Marcus Hans|Mg-Ca_25, solid solution, 2017-05-18||125|795|3|60|2.1|2.7|2020-10-27|Marcus Hans|R68_06233-v01|||||https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Ca100%25-iso6%25_2pt.BMP/@type=data&version=1672653355|LEAP4000XHR_5068|200728_C145_Marcus38:M-34|http://www.w3.org/ns/prov#Entity|2023-01-04T14:43:41.396207Z|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Ca100%25-iso6%25_2pt.BMP/@type=metadata&version=1672756027
40CBD7DD-7ECB-441B-9409-461D9E080B87|RDS|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Ca100%25-iso6%25_2pt.BMP/@type=metadata&version=1672865712||||||||||||||||||||||||||||||||http://www.w3.org/ns/ldp#RDFSource||
40CBD7DD-7ECB-441B-9409-461D9E080B87|RDS|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Ca100%25_2pt.BMP/@type=metadata&version=1672843421|27.9|||0.43 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm|30|Reconstruction fitted with STEM image|0.5|100|Plan-view lift-out from 10x10 mm sample in the center (fracture cross-section)10x1.5x0.5 μm Pt protection layer14x4x4 μm Trench Milling (2x)|5 kV / 30 s|2021-07-02|Laser|Marcus Hans|Mg-Ca_25, solid solution, 2017-05-18||125|795|3|60|2.1|2.7|2020-10-27|Marcus Hans|R68_06233-v01|||||https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Ca100%25_2pt.BMP/@type=data&version=1672653356|LEAP4000XHR_5068|200728_C145_Marcus38:M-34|http://www.w3.org/ns/prov#Entity|2023-01-04T14:43:41.954642Z|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Ca100%25_2pt.BMP/@type=metadata&version=1672756028
40CBD7DD-7ECB-441B-9409-461D9E080B87|RDS|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Ca100%25_2pt.BMP/@type=metadata&version=1672865713||||||||||||||||||||||||||||||||http://www.w3.org/ns/ldp#RDFSource||
40CBD7DD-7ECB-441B-9409-461D9E080B87|RDS|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_CaO100%25_2pt.BMP/@type=metadata&version=1672843421|27.9|||0.43 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm|30|Reconstruction fitted with STEM image|0.5|100|Plan-view lift-out from 10x10 mm sample in the center (fracture cross-section)10x1.5x0.5 μm Pt protection layer14x4x4 μm Trench Milling (2x)|5 kV / 30 s|2021-07-02|Laser|Marcus Hans|Mg-Ca_25, solid solution, 2017-05-18||125|795|3|60|2.1|2.7|2020-10-27|Marcus Hans|R68_06233-v01|||||https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_CaO100%25_2pt.BMP/@type=data&version=1672653357|LEAP4000XHR_5068|200728_C145_Marcus38:M-34|http://www.w3.org/ns/prov#Entity|2023-01-04T14:43:42.513701Z|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_CaO100%25_2pt.BMP/@type=metadata&version=1672756028
40CBD7DD-7ECB-441B-9409-461D9E080B87|RDS|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_CaO100%25_2pt.BMP/@type=metadata&version=1672865714||||||||||||||||||||||||||||||||http://www.w3.org/ns/ldp#RDFSource||
40CBD7DD-7ECB-441B-9409-461D9E080B87|RDS|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Mg2%25_2pt.BMP/@type=metadata&version=1672843422|27.9|||0.43 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm|30|Reconstruction fitted with STEM image|0.5|100|Plan-view lift-out from 10x10 mm sample in the center (fracture cross-section)10x1.5x0.5 μm Pt protection layer14x4x4 μm Trench Milling (2x)|5 kV / 30 s|2021-07-02|Laser|Marcus Hans|Mg-Ca_25, solid solution, 2017-05-18||125|795|3|60|2.1|2.7|2020-10-27|Marcus Hans|R68_06233-v01|||||https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Mg2%25_2pt.BMP/@type=data&version=1672653358|LEAP4000XHR_5068|200728_C145_Marcus38:M-34|http://www.w3.org/ns/prov#Entity|2023-01-04T14:43:43.069436Z|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Mg2%25_2pt.BMP/@type=metadata&version=1672756029
40CBD7DD-7ECB-441B-9409-461D9E080B87|RDS|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Mg2%25_2pt.BMP/@type=metadata&version=1672865714||||||||||||||||||||||||||||||||http://www.w3.org/ns/ldp#RDFSource||
40CBD7DD-7ECB-441B-9409-461D9E080B87|RDS|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Mg2O20%25_2pt.BMP/@type=metadata&version=1672843423|27.9|||0.43 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm|30|Reconstruction fitted with STEM image|0.5|100|Plan-view lift-out from 10x10 mm sample in the center (fracture cross-section)10x1.5x0.5 μm Pt protection layer14x4x4 μm Trench Milling (2x)|5 kV / 30 s|2021-07-02|Laser|Marcus Hans|Mg-Ca_25, solid solution, 2017-05-18||125|795|3|60|2.1|2.7|2020-10-27|Marcus Hans|R68_06233-v01|||||https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Mg2O20%25_2pt.BMP/@type=data&version=1672653359|LEAP4000XHR_5068|200728_C145_Marcus38:M-34|http://www.w3.org/ns/prov#Entity|2023-01-04T14:43:43.624544Z|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Mg2O20%25_2pt.BMP/@type=metadata&version=1672756029
40CBD7DD-7ECB-441B-9409-461D9E080B87|RDS|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Mg2O20%25_2pt.BMP/@type=metadata&version=1672865715||||||||||||||||||||||||||||||||http://www.w3.org/ns/ldp#RDFSource||
40CBD7DD-7ECB-441B-9409-461D9E080B87|RDS|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Mg2O50%25_2pt.BMP/@type=metadata&version=1672843423|27.9|||0.43 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm|30|Reconstruction fitted with STEM image|0.5|100|Plan-view lift-out from 10x10 mm sample in the center (fracture cross-section)10x1.5x0.5 μm Pt protection layer14x4x4 μm Trench Milling (2x)|5 kV / 30 s|2021-07-02|Laser|Marcus Hans|Mg-Ca_25, solid solution, 2017-05-18||125|795|3|60|2.1|2.7|2020-10-27|Marcus Hans|R68_06233-v01|||||https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Mg2O50%25_2pt.BMP/@type=data&version=1672653360|LEAP4000XHR_5068|200728_C145_Marcus38:M-34|http://www.w3.org/ns/prov#Entity|2023-01-04T14:43:44.177762Z|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Mg2O50%25_2pt.BMP/@type=metadata&version=1672756030
40CBD7DD-7ECB-441B-9409-461D9E080B87|RDS|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Mg2O50%25_2pt.BMP/@type=metadata&version=1672865715||||||||||||||||||||||||||||||||http://www.w3.org/ns/ldp#RDFSource||
40CBD7DD-7ECB-441B-9409-461D9E080B87|RDS|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_O100%25_2pt.BMP/@type=metadata&version=1672843424|27.9|||0.43 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm|30|Reconstruction fitted with STEM image|0.5|100|Plan-view lift-out from 10x10 mm sample in the center (fracture cross-section)10x1.5x0.5 μm Pt protection layer14x4x4 μm Trench Milling (2x)|5 kV / 30 s|2021-07-02|Laser|Marcus Hans|Mg-Ca_25, solid solution, 2017-05-18||125|795|3|60|2.1|2.7|2020-10-27|Marcus Hans|R68_06233-v01|||||https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_O100%25_2pt.BMP/@type=data&version=1672653361|LEAP4000XHR_5068|200728_C145_Marcus38:M-34|http://www.w3.org/ns/prov#Entity|2023-01-04T14:43:44.755562Z|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_O100%25_2pt.BMP/@type=metadata&version=1672756031
40CBD7DD-7ECB-441B-9409-461D9E080B87|RDS|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_O100%25_2pt.BMP/@type=metadata&version=1672865716||||||||||||||||||||||||||||||||http://www.w3.org/ns/ldp#RDFSource||
40CBD7DD-7ECB-441B-9409-461D9E080B87|RDS|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Prox-Ca_6%25_6nm_0-5nm.csv/@type=metadata&version=1672843424|27.9|||0.43 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm|30|Reconstruction fitted with STEM image|0.5|100|Plan-view lift-out from 10x10 mm sample in the center (fracture cross-section)10x1.5x0.5 μm Pt protection layer14x4x4 μm Trench Milling (2x)|5 kV / 30 s|2021-07-02|Laser|Marcus Hans|Mg-Ca_25, solid solution, 2017-05-18||125|795|3|60|2.1|2.7|2020-10-27|Marcus Hans|R68_06233-v01|||||https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Prox-Ca_6%25_6nm_0-5nm.csv/@type=data&version=1672653362|LEAP4000XHR_5068|200728_C145_Marcus38:M-34|http://www.w3.org/ns/prov#Entity|2023-01-04T14:43:45.310389Z|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Prox-Ca_6%25_6nm_0-5nm.csv/@type=metadata&version=1672756031
40CBD7DD-7ECB-441B-9409-461D9E080B87|RDS|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Prox-Ca_6%25_6nm_0-5nm.csv/@type=metadata&version=1672865717||||||||||||||||||||||||||||||||http://www.w3.org/ns/ldp#RDFSource||
40CBD7DD-7ECB-441B-9409-461D9E080B87|RDS|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_scale.BMP/@type=metadata&version=1672843425|27.9|||0.43 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm|30|Reconstruction fitted with STEM image|0.5|100|Plan-view lift-out from 10x10 mm sample in the center (fracture cross-section)10x1.5x0.5 μm Pt protection layer14x4x4 μm Trench Milling (2x)|5 kV / 30 s|2021-07-02|Laser|Marcus Hans|Mg-Ca_25, solid solution, 2017-05-18||125|795|3|60|2.1|2.7|2020-10-27|Marcus Hans|R68_06233-v01|||||https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_scale.BMP/@type=data&version=1672653363|LEAP4000XHR_5068|200728_C145_Marcus38:M-34|http://www.w3.org/ns/prov#Entity|2023-01-04T14:43:45.878728Z|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_scale.BMP/@type=metadata&version=1672756032
40CBD7DD-7ECB-441B-9409-461D9E080B87|RDS|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_scale.BMP/@type=metadata&version=1672865717||||||||||||||||||||||||||||||||http://www.w3.org/ns/ldp#RDFSource||
40CBD7DD-7ECB-441B-9409-461D9E080B87|RDS|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v05.epos/@type=metadata&version=1672843425|27.9|||0.43 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm|30|Reconstruction fitted with STEM image|0.5|100|Plan-view lift-out from 10x10 mm sample in the center (fracture cross-section)10x1.5x0.5 μm Pt protection layer14x4x4 μm Trench Milling (2x)|5 kV / 30 s|2021-07-02|Laser|Marcus Hans|Mg-Ca_25, solid solution, 2017-05-18||125|795|3|60|2.1|2.7|2020-10-27|Marcus Hans|R68_06233-v01|||||https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v05.epos/@type=data&version=1672653364|LEAP4000XHR_5068|200728_C145_Marcus38:M-34|http://www.w3.org/ns/prov#Entity|2023-01-04T14:43:46.460745Z|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v05.epos/@type=metadata&version=1672756032
40CBD7DD-7ECB-441B-9409-461D9E080B87|RDS|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v05.epos/@type=metadata&version=1672865718||||||||||||||||||||||||||||||||http://www.w3.org/ns/ldp#RDFSource||
40CBD7DD-7ECB-441B-9409-461D9E080B87|RDS|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v05_FullZAxis_2nm.csv/@type=metadata&version=1672843426|27.9|||0.43 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm|30|Reconstruction fitted with STEM image|0.5|100|Plan-view lift-out from 10x10 mm sample in the center (fracture cross-section)10x1.5x0.5 μm Pt protection layer14x4x4 μm Trench Milling (2x)|5 kV / 30 s|2021-07-02|Laser|Marcus Hans|Mg-Ca_25, solid solution, 2017-05-18||125|795|3|60|2.1|2.7|2020-10-27|Marcus Hans|R68_06233-v01|||||https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v05_FullZAxis_2nm.csv/@type=data&version=1672653365|LEAP4000XHR_5068|200728_C145_Marcus38:M-34|http://www.w3.org/ns/prov#Entity|2023-01-04T14:43:47.017285Z|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v05_FullZAxis_2nm.csv/@type=metadata&version=1672756033
40CBD7DD-7ECB-441B-9409-461D9E080B87|RDS|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v05_FullZAxis_2nm.csv/@type=metadata&version=1672865718||||||||||||||||||||||||||||||||http://www.w3.org/ns/ldp#RDFSource||
40CBD7DD-7ECB-441B-9409-461D9E080B87|RDS|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v05_MassSpec.csv/@type=metadata&version=1672843427|27.9|||0.43 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm|30|Reconstruction fitted with STEM image|0.5|100|Plan-view lift-out from 10x10 mm sample in the center (fracture cross-section)10x1.5x0.5 μm Pt protection layer14x4x4 μm Trench Milling (2x)|5 kV / 30 s|2021-07-02|Laser|Marcus Hans|Mg-Ca_25, solid solution, 2017-05-18||125|795|3|60|2.1|2.7|2020-10-27|Marcus Hans|R68_06233-v01|||||https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v05_MassSpec.csv/@type=data&version=1672653366|LEAP4000XHR_5068|200728_C145_Marcus38:M-34|http://www.w3.org/ns/prov#Entity|2023-01-04T14:43:47.572336Z|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v05_MassSpec.csv/@type=metadata&version=1672756034
40CBD7DD-7ECB-441B-9409-461D9E080B87|RDS|https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v05_MassSpec.csv/@type=metadata&version=1672865719||||||||||||||||||||||||||||||||http://www.w3.org/ns/ldp#RDFSource||
