Resource|Type|File|http://purl.org/coscine/terms/sfb1394#TestingEnv|http://purl.org/coscine/terms/sfb1394#aliasID|http://purl.org/coscine/terms/sfb1394#anyDataSetToBeLinkedWithThisExperiment|http://purl.org/coscine/terms/sfb1394#counterElectrode|http://purl.org/coscine/terms/sfb1394#environmentalGas|http://purl.org/coscine/terms/sfb1394#irCompensation|http://purl.org/coscine/terms/sfb1394#measurementDateTime|http://purl.org/coscine/terms/sfb1394#operator|http://purl.org/coscine/terms/sfb1394#parentSampleId|http://purl.org/coscine/terms/sfb1394#potentialMeasurement|http://purl.org/coscine/terms/sfb1394#potentiostat|http://purl.org/coscine/terms/sfb1394#pre-treatment|http://purl.org/coscine/terms/sfb1394#referenceElectrodePotential|http://purl.org/coscine/terms/sfb1394#relativeHumidity|http://purl.org/coscine/terms/sfb1394#sampleArea|http://purl.org/coscine/terms/sfb1394#scanEnd|http://purl.org/coscine/terms/sfb1394#scanStart|http://purl.org/coscine/terms/sfb1394#scanVelocity|http://purl.org/coscine/terms/sfb1394#temperature|http://purl.org/coscine/terms/sfb1394#timeOcp|http://purl.org/dc/terms/created|http://purl.org/dc/terms/creator|http://purl.org/dc/terms/identifier|http://purl.org/dc/terms/isPartOf|http://purl.org/dc/terms/modified|http://purl.org/fdp/fdp-o#isMetadataOf|http://www.purl.org/net/CSMD/4.0#investigation_instrument|http://www.purl.org/net/CSMD/4.0#investigation_sample|http://www.w3.org/1999/02/22-rdf-syntax-ns#type|http://www.w3.org/ns/prov#generatedAtTime|http://www.w3.org/ns/prov#wasRevisionOfNode
025514F9-A2FA-4649-BFB1-EC92E8F18375|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/025514f9-a2fa-4649-bfb1-ec92e8f18375@path=%2FPDP_S8_a%23P06-Pol1_pH8_14092021_%231.DTA|||OCP_S8_a#P06-Pol1_pH8||||2022-02-14||S8_a||||||||||||2022-02-14|Jakub Nowak|PDP_S8_a#P06-Pol1_pH8||||||||
025514F9-A2FA-4649-BFB1-EC92E8F18375|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/025514f9-a2fa-4649-bfb1-ec92e8f18375@path=%2FPDP_S8_a%23P06-Pol1_pH8_14092021_%232.DTA|||OCP_S8_a#P06-Pol1_pH8||||2022-02-14||S8_a||||||||||||2022-02-14|Jakub Nowak|PDP_S8_a#P06-Pol1_pH8||||||||
025514F9-A2FA-4649-BFB1-EC92E8F18375|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/025514f9-a2fa-4649-bfb1-ec92e8f18375@path=%2FPDP_S8_a%23P06-Pol1_pH8_14092021_%233.DTA|||OCP_S8_a#P06-Pol1_pH8||||2022-02-14||S8_a||||||||||||2022-02-14|Jakub Nowak|PDP_S8_a#P06-Pol1_pH8||||||||
025514F9-A2FA-4649-BFB1-EC92E8F18375|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/025514f9-a2fa-4649-bfb1-ec92e8f18375@path=%2FPDP_S8_a%23P06-Pol1_pH8_14092021_%234.DTA|||OCP_S8_a#P06-Pol1_pH8||||2022-02-14||S8_a||||||||||||2022-02-14|Jakub Nowak|PDP_S8_a#P06-Pol1_pH8||||||||
025514F9-A2FA-4649-BFB1-EC92E8F18375|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/025514f9-a2fa-4649-bfb1-ec92e8f18375@path=%2FPDP_S8_a%23P06-Pol1_pH8_14092021_%235.DTA|||OCP_S8_a#P06-Pol1_pH8||||2022-02-14||S8_a||||||||||||2022-02-14|Jakub Nowak|PDP_S8_a#P06-Pol1_pH8||||||||
025514F9-A2FA-4649-BFB1-EC92E8F18375|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/025514f9-a2fa-4649-bfb1-ec92e8f18375/PDP_S8_a%23P06-Pol1_pH8_14092021_%231.DTA/@type=metadata&version=1672885408|||OCP_S8_a#P06-Pol1_pH8||||2022-02-14||S8_a||||||||||||2022-02-14|Jakub Nowak|PDP_S8_a#P06-Pol1_pH8|https://purl.org/coscine/resources/025514f9-a2fa-4649-bfb1-ec92e8f18375/PDP_S8_a%23P06-Pol1_pH8_14092021_%231.DTA|2023-01-05T02:23:28.856452Z|https://purl.org/coscine/resources/025514f9-a2fa-4649-bfb1-ec92e8f18375/PDP_S8_a%23P06-Pol1_pH8_14092021_%231.DTA/@type=data&version=1672705798|||http://www.w3.org/ns/ldp#RDFSource|2023-01-05T02:23:28.856431Z|https://purl.org/coscine/resources/025514f9-a2fa-4649-bfb1-ec92e8f18375/PDP_S8_a%23P06-Pol1_pH8_14092021_%231.DTA/@type=metadata&version=1672773221
025514F9-A2FA-4649-BFB1-EC92E8F18375|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/025514f9-a2fa-4649-bfb1-ec92e8f18375/PDP_S8_a%23P06-Pol1_pH8_14092021_%232.DTA/@type=metadata&version=1672885408|||OCP_S8_a#P06-Pol1_pH8||||2022-02-14||S8_a||||||||||||2022-02-14|Jakub Nowak|PDP_S8_a#P06-Pol1_pH8|https://purl.org/coscine/resources/025514f9-a2fa-4649-bfb1-ec92e8f18375/PDP_S8_a%23P06-Pol1_pH8_14092021_%232.DTA|2023-01-05T02:23:29.363242Z|https://purl.org/coscine/resources/025514f9-a2fa-4649-bfb1-ec92e8f18375/PDP_S8_a%23P06-Pol1_pH8_14092021_%232.DTA/@type=data&version=1672705801|||http://www.w3.org/ns/ldp#RDFSource|2023-01-05T02:23:29.363221Z|https://purl.org/coscine/resources/025514f9-a2fa-4649-bfb1-ec92e8f18375/PDP_S8_a%23P06-Pol1_pH8_14092021_%232.DTA/@type=metadata&version=1672773222
025514F9-A2FA-4649-BFB1-EC92E8F18375|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/025514f9-a2fa-4649-bfb1-ec92e8f18375/PDP_S8_a%23P06-Pol1_pH8_14092021_%233.DTA/@type=metadata&version=1672885409|||OCP_S8_a#P06-Pol1_pH8||||2022-02-14||S8_a||||||||||||2022-02-14|Jakub Nowak|PDP_S8_a#P06-Pol1_pH8|https://purl.org/coscine/resources/025514f9-a2fa-4649-bfb1-ec92e8f18375/PDP_S8_a%23P06-Pol1_pH8_14092021_%233.DTA|2023-01-05T02:23:29.850301Z|https://purl.org/coscine/resources/025514f9-a2fa-4649-bfb1-ec92e8f18375/PDP_S8_a%23P06-Pol1_pH8_14092021_%233.DTA/@type=data&version=1672705804|||http://www.w3.org/ns/ldp#RDFSource|2023-01-05T02:23:29.850279Z|https://purl.org/coscine/resources/025514f9-a2fa-4649-bfb1-ec92e8f18375/PDP_S8_a%23P06-Pol1_pH8_14092021_%233.DTA/@type=metadata&version=1672773222
025514F9-A2FA-4649-BFB1-EC92E8F18375|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/025514f9-a2fa-4649-bfb1-ec92e8f18375/PDP_S8_a%23P06-Pol1_pH8_14092021_%234.DTA/@type=metadata&version=1672885409|||OCP_S8_a#P06-Pol1_pH8||||2022-02-14||S8_a||||||||||||2022-02-14|Jakub Nowak|PDP_S8_a#P06-Pol1_pH8|https://purl.org/coscine/resources/025514f9-a2fa-4649-bfb1-ec92e8f18375/PDP_S8_a%23P06-Pol1_pH8_14092021_%234.DTA|2023-01-05T02:23:30.344670Z|https://purl.org/coscine/resources/025514f9-a2fa-4649-bfb1-ec92e8f18375/PDP_S8_a%23P06-Pol1_pH8_14092021_%234.DTA/@type=data&version=1672705807|||http://www.w3.org/ns/ldp#RDFSource|2023-01-05T02:23:30.344646Z|https://purl.org/coscine/resources/025514f9-a2fa-4649-bfb1-ec92e8f18375/PDP_S8_a%23P06-Pol1_pH8_14092021_%234.DTA/@type=metadata&version=1672773223
025514F9-A2FA-4649-BFB1-EC92E8F18375|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/025514f9-a2fa-4649-bfb1-ec92e8f18375/PDP_S8_a%23P06-Pol1_pH8_14092021_%235.DTA/@type=metadata&version=1672885410|||OCP_S8_a#P06-Pol1_pH8||||2022-02-14||S8_a||||||||||||2022-02-14|Jakub Nowak|PDP_S8_a#P06-Pol1_pH8|https://purl.org/coscine/resources/025514f9-a2fa-4649-bfb1-ec92e8f18375/PDP_S8_a%23P06-Pol1_pH8_14092021_%235.DTA|2023-01-05T02:23:30.833668Z|https://purl.org/coscine/resources/025514f9-a2fa-4649-bfb1-ec92e8f18375/PDP_S8_a%23P06-Pol1_pH8_14092021_%235.DTA/@type=data&version=1672705810|||http://www.w3.org/ns/ldp#RDFSource|2023-01-05T02:23:30.833647Z|https://purl.org/coscine/resources/025514f9-a2fa-4649-bfb1-ec92e8f18375/PDP_S8_a%23P06-Pol1_pH8_14092021_%235.DTA/@type=metadata&version=1672773223
12210E45-D42D-4202-A936-B7BD3409759C|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/12210e45-d42d-4202-a936-b7bd3409759c@path=%2FPDP_S3_a%23P06-Pol2_pH11.5_01102021_%231.DTA|||OCP_S3_a#P06-Pol2_pH11.5||||2022-02-14||S3_a||||||||||||2022-02-14|Jakub Nowak|PDP_S3_a#P06-Pol2_pH11.5||||||||
12210E45-D42D-4202-A936-B7BD3409759C|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/12210e45-d42d-4202-a936-b7bd3409759c@path=%2FPDP_S3_a%23P06-Pol2_pH11.5_01102021_%232.DTA|||OCP_S3_a#P06-Pol2_pH11.5||||2022-02-14||S3_a||||||||||||2022-02-14|Jakub Nowak|PDP_S3_a#P06-Pol2_pH11.5||||||||
12210E45-D42D-4202-A936-B7BD3409759C|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/12210e45-d42d-4202-a936-b7bd3409759c@path=%2FPDP_S3_a%23P06-Pol2_pH11.5_01102021_%233.DTA|||OCP_S3_a#P06-Pol2_pH11.5||||2022-02-14||S3_a||||||||||||2022-02-14|Jakub Nowak|PDP_S3_a#P06-Pol2_pH11.5||||||||
12210E45-D42D-4202-A936-B7BD3409759C|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/12210e45-d42d-4202-a936-b7bd3409759c@path=%2FPDP_S3_a%23P06-Pol2_pH11.5_01102021_%234.DTA|||OCP_S3_a#P06-Pol2_pH11.5||||2022-02-14||S3_a||||||||||||2022-02-14|Jakub Nowak|PDP_S3_a#P06-Pol2_pH11.5||||||||
12210E45-D42D-4202-A936-B7BD3409759C|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/12210e45-d42d-4202-a936-b7bd3409759c@path=%2FPDP_S3_a%23P06-Pol2_pH11.5_01102021_%235.DTA|||OCP_S3_a#P06-Pol2_pH11.5||||2022-02-14||S3_a||||||||||||2022-02-14|Jakub Nowak|PDP_S3_a#P06-Pol2_pH11.5||||||||
12210E45-D42D-4202-A936-B7BD3409759C|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/12210e45-d42d-4202-a936-b7bd3409759c/PDP_S3_a%23P06-Pol2_pH11.5_01102021_%231.DTA/@type=metadata&version=1672882717|||OCP_S3_a#P06-Pol2_pH11.5||||2022-02-14||S3_a||||||||||||2022-02-14|Jakub Nowak|PDP_S3_a#P06-Pol2_pH11.5|https://purl.org/coscine/resources/12210e45-d42d-4202-a936-b7bd3409759c/PDP_S3_a%23P06-Pol2_pH11.5_01102021_%231.DTA|2023-01-05T01:38:38.016363Z|https://purl.org/coscine/resources/12210e45-d42d-4202-a936-b7bd3409759c/PDP_S3_a%23P06-Pol2_pH11.5_01102021_%231.DTA/@type=data&version=1672692592|||http://www.w3.org/ns/ldp#RDFSource|2023-01-05T01:38:38.016339Z|https://purl.org/coscine/resources/12210e45-d42d-4202-a936-b7bd3409759c/PDP_S3_a%23P06-Pol2_pH11.5_01102021_%231.DTA/@type=metadata&version=1672770597
12210E45-D42D-4202-A936-B7BD3409759C|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/12210e45-d42d-4202-a936-b7bd3409759c/PDP_S3_a%23P06-Pol2_pH11.5_01102021_%232.DTA/@type=metadata&version=1672882718|||OCP_S3_a#P06-Pol2_pH11.5||||2022-02-14||S3_a||||||||||||2022-02-14|Jakub Nowak|PDP_S3_a#P06-Pol2_pH11.5|https://purl.org/coscine/resources/12210e45-d42d-4202-a936-b7bd3409759c/PDP_S3_a%23P06-Pol2_pH11.5_01102021_%232.DTA|2023-01-05T01:38:38.498640Z|https://purl.org/coscine/resources/12210e45-d42d-4202-a936-b7bd3409759c/PDP_S3_a%23P06-Pol2_pH11.5_01102021_%232.DTA/@type=data&version=1672692594|||http://www.w3.org/ns/ldp#RDFSource|2023-01-05T01:38:38.498615Z|https://purl.org/coscine/resources/12210e45-d42d-4202-a936-b7bd3409759c/PDP_S3_a%23P06-Pol2_pH11.5_01102021_%232.DTA/@type=metadata&version=1672770598
12210E45-D42D-4202-A936-B7BD3409759C|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/12210e45-d42d-4202-a936-b7bd3409759c/PDP_S3_a%23P06-Pol2_pH11.5_01102021_%233.DTA/@type=metadata&version=1672882718|||OCP_S3_a#P06-Pol2_pH11.5||||2022-02-14||S3_a||||||||||||2022-02-14|Jakub Nowak|PDP_S3_a#P06-Pol2_pH11.5|https://purl.org/coscine/resources/12210e45-d42d-4202-a936-b7bd3409759c/PDP_S3_a%23P06-Pol2_pH11.5_01102021_%233.DTA|2023-01-05T01:38:38.981314Z|https://purl.org/coscine/resources/12210e45-d42d-4202-a936-b7bd3409759c/PDP_S3_a%23P06-Pol2_pH11.5_01102021_%233.DTA/@type=data&version=1672692597|||http://www.w3.org/ns/ldp#RDFSource|2023-01-05T01:38:38.981294Z|https://purl.org/coscine/resources/12210e45-d42d-4202-a936-b7bd3409759c/PDP_S3_a%23P06-Pol2_pH11.5_01102021_%233.DTA/@type=metadata&version=1672770598
12210E45-D42D-4202-A936-B7BD3409759C|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/12210e45-d42d-4202-a936-b7bd3409759c/PDP_S3_a%23P06-Pol2_pH11.5_01102021_%234.DTA/@type=metadata&version=1672882718|||OCP_S3_a#P06-Pol2_pH11.5||||2022-02-14||S3_a||||||||||||2022-02-14|Jakub Nowak|PDP_S3_a#P06-Pol2_pH11.5|https://purl.org/coscine/resources/12210e45-d42d-4202-a936-b7bd3409759c/PDP_S3_a%23P06-Pol2_pH11.5_01102021_%234.DTA|2023-01-05T01:38:39.460137Z|https://purl.org/coscine/resources/12210e45-d42d-4202-a936-b7bd3409759c/PDP_S3_a%23P06-Pol2_pH11.5_01102021_%234.DTA/@type=data&version=1672692599|||http://www.w3.org/ns/ldp#RDFSource|2023-01-05T01:38:39.460115Z|https://purl.org/coscine/resources/12210e45-d42d-4202-a936-b7bd3409759c/PDP_S3_a%23P06-Pol2_pH11.5_01102021_%234.DTA/@type=metadata&version=1672770599
12210E45-D42D-4202-A936-B7BD3409759C|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/12210e45-d42d-4202-a936-b7bd3409759c/PDP_S3_a%23P06-Pol2_pH11.5_01102021_%235.DTA/@type=metadata&version=1672882719|||OCP_S3_a#P06-Pol2_pH11.5||||2022-02-14||S3_a||||||||||||2022-02-14|Jakub Nowak|PDP_S3_a#P06-Pol2_pH11.5|https://purl.org/coscine/resources/12210e45-d42d-4202-a936-b7bd3409759c/PDP_S3_a%23P06-Pol2_pH11.5_01102021_%235.DTA|2023-01-05T01:38:39.941635Z|https://purl.org/coscine/resources/12210e45-d42d-4202-a936-b7bd3409759c/PDP_S3_a%23P06-Pol2_pH11.5_01102021_%235.DTA/@type=data&version=1672692602|||http://www.w3.org/ns/ldp#RDFSource|2023-01-05T01:38:39.941614Z|https://purl.org/coscine/resources/12210e45-d42d-4202-a936-b7bd3409759c/PDP_S3_a%23P06-Pol2_pH11.5_01102021_%235.DTA/@type=metadata&version=1672770599
1B6A247F-03B5-49A0-ADAA-A32E40BE8D1F|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/1b6a247f-03b5-49a0-adaa-a32e40be8d1f@path=%2FOCP_S8_a%23P01-Pol1_WB_pH11.5_20122021_%231.DTA|||||||2022-02-14||S8_a WB||||||||||||2022-02-14|Jakub Nowak|OCP_S8_a#P01-Pol1_WB_pH11.5||||||||
1B6A247F-03B5-49A0-ADAA-A32E40BE8D1F|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/1b6a247f-03b5-49a0-adaa-a32e40be8d1f@path=%2FOCP_S8_a%23P01-Pol1_WB_pH11.5_20122021_%232.DTA|||||||2022-02-14||S8_a WB||||||||||||2022-02-14|Jakub Nowak|OCP_S8_a#P01-Pol1_WB_pH11.5||||||||
1B6A247F-03B5-49A0-ADAA-A32E40BE8D1F|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/1b6a247f-03b5-49a0-adaa-a32e40be8d1f@path=%2FOCP_S8_a%23P01-Pol1_WB_pH11.5_20122021_%233.DTA|||||||2022-02-14||S8_a WB||||||||||||2022-02-14|Jakub Nowak|OCP_S8_a#P01-Pol1_WB_pH11.5||||||||
1B6A247F-03B5-49A0-ADAA-A32E40BE8D1F|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/1b6a247f-03b5-49a0-adaa-a32e40be8d1f@path=%2FOCP_S8_a%23P01-Pol1_WB_pH11.5_20122021_%234.DTA|||||||2022-02-14||S8_a WB||||||||||||2022-02-14|Jakub Nowak|OCP_S8_a#P01-Pol1_WB_pH11.5||||||||
1B6A247F-03B5-49A0-ADAA-A32E40BE8D1F|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/1b6a247f-03b5-49a0-adaa-a32e40be8d1f@path=%2FOCP_S8_a%23P01-Pol1_WB_pH11.5_20122021_%235.DTA|||||||2022-02-14||S8_a WB||||||||||||2022-02-14|Jakub Nowak|OCP_S8_a#P01-Pol1_WB_pH11.5||||||||
1B6A247F-03B5-49A0-ADAA-A32E40BE8D1F|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/1b6a247f-03b5-49a0-adaa-a32e40be8d1f/OCP_S8_a%23P01-Pol1_WB_pH11.5_20122021_%231.DTA/@type=metadata&version=1672881223|||||||2022-02-14||S8_a WB||||||||||||2022-02-14|Jakub Nowak|OCP_S8_a#P01-Pol1_WB_pH11.5|https://purl.org/coscine/resources/1b6a247f-03b5-49a0-adaa-a32e40be8d1f/OCP_S8_a%23P01-Pol1_WB_pH11.5_20122021_%231.DTA|2023-01-05T01:13:44.155155Z|https://purl.org/coscine/resources/1b6a247f-03b5-49a0-adaa-a32e40be8d1f/OCP_S8_a%23P01-Pol1_WB_pH11.5_20122021_%231.DTA/@type=data&version=1672685983|||http://www.w3.org/ns/ldp#RDFSource|2023-01-05T01:13:44.155132Z|https://purl.org/coscine/resources/1b6a247f-03b5-49a0-adaa-a32e40be8d1f/OCP_S8_a%23P01-Pol1_WB_pH11.5_20122021_%231.DTA/@type=metadata&version=1672769025
1B6A247F-03B5-49A0-ADAA-A32E40BE8D1F|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/1b6a247f-03b5-49a0-adaa-a32e40be8d1f/OCP_S8_a%23P01-Pol1_WB_pH11.5_20122021_%232.DTA/@type=metadata&version=1672881224|||||||2022-02-14||S8_a WB||||||||||||2022-02-14|Jakub Nowak|OCP_S8_a#P01-Pol1_WB_pH11.5|https://purl.org/coscine/resources/1b6a247f-03b5-49a0-adaa-a32e40be8d1f/OCP_S8_a%23P01-Pol1_WB_pH11.5_20122021_%232.DTA|2023-01-05T01:13:44.681852Z|https://purl.org/coscine/resources/1b6a247f-03b5-49a0-adaa-a32e40be8d1f/OCP_S8_a%23P01-Pol1_WB_pH11.5_20122021_%232.DTA/@type=data&version=1672685985|||http://www.w3.org/ns/ldp#RDFSource|2023-01-05T01:13:44.681830Z|https://purl.org/coscine/resources/1b6a247f-03b5-49a0-adaa-a32e40be8d1f/OCP_S8_a%23P01-Pol1_WB_pH11.5_20122021_%232.DTA/@type=metadata&version=1672769025
1B6A247F-03B5-49A0-ADAA-A32E40BE8D1F|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/1b6a247f-03b5-49a0-adaa-a32e40be8d1f/OCP_S8_a%23P01-Pol1_WB_pH11.5_20122021_%233.DTA/@type=metadata&version=1672881224|||||||2022-02-14||S8_a WB||||||||||||2022-02-14|Jakub Nowak|OCP_S8_a#P01-Pol1_WB_pH11.5|https://purl.org/coscine/resources/1b6a247f-03b5-49a0-adaa-a32e40be8d1f/OCP_S8_a%23P01-Pol1_WB_pH11.5_20122021_%233.DTA|2023-01-05T01:13:45.201448Z|https://purl.org/coscine/resources/1b6a247f-03b5-49a0-adaa-a32e40be8d1f/OCP_S8_a%23P01-Pol1_WB_pH11.5_20122021_%233.DTA/@type=data&version=1672685987|||http://www.w3.org/ns/ldp#RDFSource|2023-01-05T01:13:45.201426Z|https://purl.org/coscine/resources/1b6a247f-03b5-49a0-adaa-a32e40be8d1f/OCP_S8_a%23P01-Pol1_WB_pH11.5_20122021_%233.DTA/@type=metadata&version=1672769026
1B6A247F-03B5-49A0-ADAA-A32E40BE8D1F|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/1b6a247f-03b5-49a0-adaa-a32e40be8d1f/OCP_S8_a%23P01-Pol1_WB_pH11.5_20122021_%234.DTA/@type=metadata&version=1672881225|||||||2022-02-14||S8_a WB||||||||||||2022-02-14|Jakub Nowak|OCP_S8_a#P01-Pol1_WB_pH11.5|https://purl.org/coscine/resources/1b6a247f-03b5-49a0-adaa-a32e40be8d1f/OCP_S8_a%23P01-Pol1_WB_pH11.5_20122021_%234.DTA|2023-01-05T01:13:45.731847Z|https://purl.org/coscine/resources/1b6a247f-03b5-49a0-adaa-a32e40be8d1f/OCP_S8_a%23P01-Pol1_WB_pH11.5_20122021_%234.DTA/@type=data&version=1672685989|||http://www.w3.org/ns/ldp#RDFSource|2023-01-05T01:13:45.731825Z|https://purl.org/coscine/resources/1b6a247f-03b5-49a0-adaa-a32e40be8d1f/OCP_S8_a%23P01-Pol1_WB_pH11.5_20122021_%234.DTA/@type=metadata&version=1672769026
1B6A247F-03B5-49A0-ADAA-A32E40BE8D1F|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/1b6a247f-03b5-49a0-adaa-a32e40be8d1f/OCP_S8_a%23P01-Pol1_WB_pH11.5_20122021_%235.DTA/@type=metadata&version=1672881225|||||||2022-02-14||S8_a WB||||||||||||2022-02-14|Jakub Nowak|OCP_S8_a#P01-Pol1_WB_pH11.5|https://purl.org/coscine/resources/1b6a247f-03b5-49a0-adaa-a32e40be8d1f/OCP_S8_a%23P01-Pol1_WB_pH11.5_20122021_%235.DTA|2023-01-05T01:13:46.252739Z|https://purl.org/coscine/resources/1b6a247f-03b5-49a0-adaa-a32e40be8d1f/OCP_S8_a%23P01-Pol1_WB_pH11.5_20122021_%235.DTA/@type=data&version=1672685992|||http://www.w3.org/ns/ldp#RDFSource|2023-01-05T01:13:46.252715Z|https://purl.org/coscine/resources/1b6a247f-03b5-49a0-adaa-a32e40be8d1f/OCP_S8_a%23P01-Pol1_WB_pH11.5_20122021_%235.DTA/@type=metadata&version=1672769027
1CC8A2DF-7591-47EA-AF68-B9F70470713F|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/1cc8a2df-7591-47ea-af68-b9f70470713f@path=%2FPDP_S7_a%23P06-Pol2_pH11.5_13102021_%231.DTA|||OCP_S7_a#P06-Pol2_pH11.5||||2022-02-14||S7_a||||||||||||2022-02-14|Jakub Nowak|PDP_S7_a#P06-Pol2_pH11.5||||||||
1CC8A2DF-7591-47EA-AF68-B9F70470713F|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/1cc8a2df-7591-47ea-af68-b9f70470713f@path=%2FPDP_S7_a%23P06-Pol2_pH11.5_13102021_%232.DTA|||OCP_S7_a#P06-Pol2_pH11.5||||2022-02-14||S7_a||||||||||||2022-02-14|Jakub Nowak|PDP_S7_a#P06-Pol2_pH11.5||||||||
1CC8A2DF-7591-47EA-AF68-B9F70470713F|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/1cc8a2df-7591-47ea-af68-b9f70470713f@path=%2FPDP_S7_a%23P06-Pol2_pH11.5_13102021_%233.DTA|||OCP_S7_a#P06-Pol2_pH11.5||||2022-02-14||S7_a||||||||||||2022-02-14|Jakub Nowak|PDP_S7_a#P06-Pol2_pH11.5||||||||
1CC8A2DF-7591-47EA-AF68-B9F70470713F|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/1cc8a2df-7591-47ea-af68-b9f70470713f@path=%2FPDP_S7_a%23P06-Pol2_pH11.5_13102021_%234.DTA|||OCP_S7_a#P06-Pol2_pH11.5||||2022-02-14||S7_a||||||||||||2022-02-14|Jakub Nowak|PDP_S7_a#P06-Pol2_pH11.5||||||||
1CC8A2DF-7591-47EA-AF68-B9F70470713F|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/1cc8a2df-7591-47ea-af68-b9f70470713f@path=%2FPDP_S7_a%23P06-Pol2_pH11.5_13102021_%235.DTA|||OCP_S7_a#P06-Pol2_pH11.5||||2022-02-14||S7_a||||||||||||2022-02-14|Jakub Nowak|PDP_S7_a#P06-Pol2_pH11.5||||||||
1CC8A2DF-7591-47EA-AF68-B9F70470713F|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/1cc8a2df-7591-47ea-af68-b9f70470713f/PDP_S7_a%23P06-Pol2_pH11.5_13102021_%231.DTA/@type=metadata&version=1672882743|||OCP_S7_a#P06-Pol2_pH11.5||||2022-02-14||S7_a||||||||||||2022-02-14|Jakub Nowak|PDP_S7_a#P06-Pol2_pH11.5|https://purl.org/coscine/resources/1cc8a2df-7591-47ea-af68-b9f70470713f/PDP_S7_a%23P06-Pol2_pH11.5_13102021_%231.DTA|2023-01-05T01:39:03.704684Z|https://purl.org/coscine/resources/1cc8a2df-7591-47ea-af68-b9f70470713f/PDP_S7_a%23P06-Pol2_pH11.5_13102021_%231.DTA/@type=data&version=1672692739|||http://www.w3.org/ns/ldp#RDFSource|2023-01-05T01:39:03.704660Z|https://purl.org/coscine/resources/1cc8a2df-7591-47ea-af68-b9f70470713f/PDP_S7_a%23P06-Pol2_pH11.5_13102021_%231.DTA/@type=metadata&version=1672770621
