Resource|Type|File|http://purl.org/coscine/terms/sfb1394#TestingEnv|http://purl.org/coscine/terms/sfb1394#aliasID|http://purl.org/coscine/terms/sfb1394#anyDataSetToBeLinkedWithThisExperiment|http://purl.org/coscine/terms/sfb1394#counterElectrode|http://purl.org/coscine/terms/sfb1394#environmentalGas|http://purl.org/coscine/terms/sfb1394#irCompensation|http://purl.org/coscine/terms/sfb1394#measurementDateTime|http://purl.org/coscine/terms/sfb1394#operator|http://purl.org/coscine/terms/sfb1394#parentSampleId|http://purl.org/coscine/terms/sfb1394#potentialMeasurement|http://purl.org/coscine/terms/sfb1394#potentiostat|http://purl.org/coscine/terms/sfb1394#pre-treatment|http://purl.org/coscine/terms/sfb1394#referenceElectrodePotential|http://purl.org/coscine/terms/sfb1394#relativeHumidity|http://purl.org/coscine/terms/sfb1394#sampleArea|http://purl.org/coscine/terms/sfb1394#scanEnd|http://purl.org/coscine/terms/sfb1394#scanStart|http://purl.org/coscine/terms/sfb1394#scanVelocity|http://purl.org/coscine/terms/sfb1394#temperature|http://purl.org/coscine/terms/sfb1394#timeOcp|http://purl.org/dc/terms/created|http://purl.org/dc/terms/creator|http://purl.org/dc/terms/identifier|http://purl.org/dc/terms/isPartOf|http://purl.org/dc/terms/modified|http://purl.org/fdp/fdp-o#isMetadataOf|http://www.purl.org/net/CSMD/4.0#investigation_instrument|http://www.purl.org/net/CSMD/4.0#investigation_sample|http://www.w3.org/1999/02/22-rdf-syntax-ns#type|http://www.w3.org/ns/prov#generatedAtTime|http://www.w3.org/ns/prov#wasRevisionOfNode
3614C213-2E57-478A-81F8-211DF25E4C17|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/3614c213-2e57-478a-81f8-211df25e4c17/PDP_S2_c%23P01-Pol1_WB_pH11.5_04022022_%236.DTA/@type=metadata&version=1672831334|||OCP_S2_c#P01-Pol1_WB_pH11.5||||2022-02-14||S2_c||||||||||||2022-02-14|Jakub Nowak|PDP_S2_c#P01-Pol1_WB_pH11.5|||https://purl.org/coscine/resources/3614c213-2e57-478a-81f8-211df25e4c17/PDP_S2_c%23P01-Pol1_WB_pH11.5_04022022_%236.DTA/@type=data&version=1672635826|||http://www.w3.org/ns/prov#Entity|2023-01-04T11:22:15.452406Z|https://purl.org/coscine/resources/3614c213-2e57-478a-81f8-211df25e4c17/PDP_S2_c%23P01-Pol1_WB_pH11.5_04022022_%236.DTA/@type=metadata&version=1672744503
3614C213-2E57-478A-81F8-211DF25E4C17|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/3614c213-2e57-478a-81f8-211df25e4c17/PDP_S2_c%23P01-Pol1_WB_pH11.5_04022022_%236.DTA/@type=metadata&version=1672849445|||OCP_S2_c#P01-Pol1_WB_pH11.5||||2022-02-14||S2_c||||||||||||2022-02-14|Jakub Nowak|PDP_S2_c#P01-Pol1_WB_pH11.5|https://purl.org/coscine/resources/3614c213-2e57-478a-81f8-211df25e4c17/PDP_S2_c%23P01-Pol1_WB_pH11.5_04022022_%236.DTA|2023-01-04T16:24:05.502372Z|https://purl.org/coscine/resources/3614c213-2e57-478a-81f8-211df25e4c17/PDP_S2_c%23P01-Pol1_WB_pH11.5_04022022_%236.DTA/@type=data&version=1672635826|||http://www.w3.org/ns/ldp#RDFSource|2023-01-04T16:24:05.502351Z|https://purl.org/coscine/resources/3614c213-2e57-478a-81f8-211df25e4c17/PDP_S2_c%23P01-Pol1_WB_pH11.5_04022022_%236.DTA/@type=metadata&version=1672744503
3614C213-2E57-478A-81F8-211DF25E4C17|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/3614c213-2e57-478a-81f8-211df25e4c17/PDP_S2_c%23P01-Pol1_WB_pH11.5_04022022_%237.DTA/@type=metadata&version=1672831335|||OCP_S2_c#P01-Pol1_WB_pH11.5||||2022-02-14||S2_c||||||||||||2022-02-14|Jakub Nowak|PDP_S2_c#P01-Pol1_WB_pH11.5|||https://purl.org/coscine/resources/3614c213-2e57-478a-81f8-211df25e4c17/PDP_S2_c%23P01-Pol1_WB_pH11.5_04022022_%237.DTA/@type=data&version=1672635826|||http://www.w3.org/ns/prov#Entity|2023-01-04T11:22:15.967442Z|https://purl.org/coscine/resources/3614c213-2e57-478a-81f8-211df25e4c17/PDP_S2_c%23P01-Pol1_WB_pH11.5_04022022_%237.DTA/@type=metadata&version=1672744504
3614C213-2E57-478A-81F8-211DF25E4C17|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/3614c213-2e57-478a-81f8-211df25e4c17/PDP_S2_c%23P01-Pol1_WB_pH11.5_04022022_%237.DTA/@type=metadata&version=1672849445|||OCP_S2_c#P01-Pol1_WB_pH11.5||||2022-02-14||S2_c||||||||||||2022-02-14|Jakub Nowak|PDP_S2_c#P01-Pol1_WB_pH11.5|https://purl.org/coscine/resources/3614c213-2e57-478a-81f8-211df25e4c17/PDP_S2_c%23P01-Pol1_WB_pH11.5_04022022_%237.DTA|2023-01-04T16:24:05.992081Z|https://purl.org/coscine/resources/3614c213-2e57-478a-81f8-211df25e4c17/PDP_S2_c%23P01-Pol1_WB_pH11.5_04022022_%237.DTA/@type=data&version=1672635826|||http://www.w3.org/ns/ldp#RDFSource|2023-01-04T16:24:05.992059Z|https://purl.org/coscine/resources/3614c213-2e57-478a-81f8-211df25e4c17/PDP_S2_c%23P01-Pol1_WB_pH11.5_04022022_%237.DTA/@type=metadata&version=1672744504
3B932868-1A4E-4E00-BF41-E4E0F57EBADE|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/3b932868-1a4e-4e00-bf41-e4e0f57ebade@path=%2FPDP_S1_a%23P06-Pol1_pH11.5_13092021_%231.DTA|||OCP_S1_a#P06-Pol1_pH11.5||||2022-02-14||S1_a||||||||||||2022-02-14|Jakub Nowak|PDP_S1_a#P06-Pol1_pH11.5||||||||
3B932868-1A4E-4E00-BF41-E4E0F57EBADE|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/3b932868-1a4e-4e00-bf41-e4e0f57ebade@path=%2FPDP_S1_a%23P06-Pol1_pH11.5_13092021_%232.DTA|||OCP_S1_a#P06-Pol1_pH11.5||||2022-02-14||S1_a||||||||||||2022-02-14|Jakub Nowak|PDP_S1_a#P06-Pol1_pH11.5||||||||
3B932868-1A4E-4E00-BF41-E4E0F57EBADE|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/3b932868-1a4e-4e00-bf41-e4e0f57ebade@path=%2FPDP_S1_a%23P06-Pol1_pH11.5_13092021_%233.DTA|||OCP_S1_a#P06-Pol1_pH11.5||||2022-02-14||S1_a||||||||||||2022-02-14|Jakub Nowak|PDP_S1_a#P06-Pol1_pH11.5||||||||
3B932868-1A4E-4E00-BF41-E4E0F57EBADE|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/3b932868-1a4e-4e00-bf41-e4e0f57ebade@path=%2FPDP_S1_a%23P06-Pol1_pH11.5_13092021_%234.DTA|||OCP_S1_a#P06-Pol1_pH11.5||||2022-02-14||S1_a||||||||||||2022-02-14|Jakub Nowak|PDP_S1_a#P06-Pol1_pH11.5||||||||
3B932868-1A4E-4E00-BF41-E4E0F57EBADE|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/3b932868-1a4e-4e00-bf41-e4e0f57ebade@path=%2FPDP_S1_a%23P06-Pol1_pH11.5_13092021_%235.DTA|||OCP_S1_a#P06-Pol1_pH11.5||||2022-02-14||S1_a||||||||||||2022-02-14|Jakub Nowak|PDP_S1_a#P06-Pol1_pH11.5||||||||
3B932868-1A4E-4E00-BF41-E4E0F57EBADE|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/3b932868-1a4e-4e00-bf41-e4e0f57ebade/PDP_S1_a%23P06-Pol1_pH11.5_13092021_%231.DTA/@type=metadata&version=1672885206|||OCP_S1_a#P06-Pol1_pH11.5||||2022-02-14||S1_a||||||||||||2022-02-14|Jakub Nowak|PDP_S1_a#P06-Pol1_pH11.5|https://purl.org/coscine/resources/3b932868-1a4e-4e00-bf41-e4e0f57ebade/PDP_S1_a%23P06-Pol1_pH11.5_13092021_%231.DTA|2023-01-05T02:20:07.355405Z|https://purl.org/coscine/resources/3b932868-1a4e-4e00-bf41-e4e0f57ebade/PDP_S1_a%23P06-Pol1_pH11.5_13092021_%231.DTA/@type=data&version=1672704585|||http://www.w3.org/ns/ldp#RDFSource|2023-01-05T02:20:07.355372Z|https://purl.org/coscine/resources/3b932868-1a4e-4e00-bf41-e4e0f57ebade/PDP_S1_a%23P06-Pol1_pH11.5_13092021_%231.DTA/@type=metadata&version=1672772999
3B932868-1A4E-4E00-BF41-E4E0F57EBADE|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/3b932868-1a4e-4e00-bf41-e4e0f57ebade/PDP_S1_a%23P06-Pol1_pH11.5_13092021_%232.DTA/@type=metadata&version=1672885207|||OCP_S1_a#P06-Pol1_pH11.5||||2022-02-14||S1_a||||||||||||2022-02-14|Jakub Nowak|PDP_S1_a#P06-Pol1_pH11.5|https://purl.org/coscine/resources/3b932868-1a4e-4e00-bf41-e4e0f57ebade/PDP_S1_a%23P06-Pol1_pH11.5_13092021_%232.DTA|2023-01-05T02:20:07.915568Z|https://purl.org/coscine/resources/3b932868-1a4e-4e00-bf41-e4e0f57ebade/PDP_S1_a%23P06-Pol1_pH11.5_13092021_%232.DTA/@type=data&version=1672704590|||http://www.w3.org/ns/ldp#RDFSource|2023-01-05T02:20:07.915543Z|https://purl.org/coscine/resources/3b932868-1a4e-4e00-bf41-e4e0f57ebade/PDP_S1_a%23P06-Pol1_pH11.5_13092021_%232.DTA/@type=metadata&version=1672773000
3B932868-1A4E-4E00-BF41-E4E0F57EBADE|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/3b932868-1a4e-4e00-bf41-e4e0f57ebade/PDP_S1_a%23P06-Pol1_pH11.5_13092021_%233.DTA/@type=metadata&version=1672885207|||OCP_S1_a#P06-Pol1_pH11.5||||2022-02-14||S1_a||||||||||||2022-02-14|Jakub Nowak|PDP_S1_a#P06-Pol1_pH11.5|https://purl.org/coscine/resources/3b932868-1a4e-4e00-bf41-e4e0f57ebade/PDP_S1_a%23P06-Pol1_pH11.5_13092021_%233.DTA|2023-01-05T02:20:08.465676Z|https://purl.org/coscine/resources/3b932868-1a4e-4e00-bf41-e4e0f57ebade/PDP_S1_a%23P06-Pol1_pH11.5_13092021_%233.DTA/@type=data&version=1672704592|||http://www.w3.org/ns/ldp#RDFSource|2023-01-05T02:20:08.465657Z|https://purl.org/coscine/resources/3b932868-1a4e-4e00-bf41-e4e0f57ebade/PDP_S1_a%23P06-Pol1_pH11.5_13092021_%233.DTA/@type=metadata&version=1672773000
3B932868-1A4E-4E00-BF41-E4E0F57EBADE|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/3b932868-1a4e-4e00-bf41-e4e0f57ebade/PDP_S1_a%23P06-Pol1_pH11.5_13092021_%234.DTA/@type=metadata&version=1672885208|||OCP_S1_a#P06-Pol1_pH11.5||||2022-02-14||S1_a||||||||||||2022-02-14|Jakub Nowak|PDP_S1_a#P06-Pol1_pH11.5|https://purl.org/coscine/resources/3b932868-1a4e-4e00-bf41-e4e0f57ebade/PDP_S1_a%23P06-Pol1_pH11.5_13092021_%234.DTA|2023-01-05T02:20:08.990958Z|https://purl.org/coscine/resources/3b932868-1a4e-4e00-bf41-e4e0f57ebade/PDP_S1_a%23P06-Pol1_pH11.5_13092021_%234.DTA/@type=data&version=1672704594|||http://www.w3.org/ns/ldp#RDFSource|2023-01-05T02:20:08.990936Z|https://purl.org/coscine/resources/3b932868-1a4e-4e00-bf41-e4e0f57ebade/PDP_S1_a%23P06-Pol1_pH11.5_13092021_%234.DTA/@type=metadata&version=1672773001
3B932868-1A4E-4E00-BF41-E4E0F57EBADE|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/3b932868-1a4e-4e00-bf41-e4e0f57ebade/PDP_S1_a%23P06-Pol1_pH11.5_13092021_%235.DTA/@type=metadata&version=1672885209|||OCP_S1_a#P06-Pol1_pH11.5||||2022-02-14||S1_a||||||||||||2022-02-14|Jakub Nowak|PDP_S1_a#P06-Pol1_pH11.5|https://purl.org/coscine/resources/3b932868-1a4e-4e00-bf41-e4e0f57ebade/PDP_S1_a%23P06-Pol1_pH11.5_13092021_%235.DTA|2023-01-05T02:20:09.525506Z|https://purl.org/coscine/resources/3b932868-1a4e-4e00-bf41-e4e0f57ebade/PDP_S1_a%23P06-Pol1_pH11.5_13092021_%235.DTA/@type=data&version=1672704597|||http://www.w3.org/ns/ldp#RDFSource|2023-01-05T02:20:09.525485Z|https://purl.org/coscine/resources/3b932868-1a4e-4e00-bf41-e4e0f57ebade/PDP_S1_a%23P06-Pol1_pH11.5_13092021_%235.DTA/@type=metadata&version=1672773001
3CB64027-6AF3-4467-9CE6-E7E62EADAAF0|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/3cb64027-6af3-4467-9ce6-e7e62eadaaf0@path=%2FOCP_S2_b%23P06-Pol2_pH8_06092021_%231.DTA|||||||2022-02-14|Jakub Nowak|S2_b||||||||||||2022-02-14|Jakub Nowak|OCP_S2_b#P06-Pol2_pH8||||||||
3CB64027-6AF3-4467-9CE6-E7E62EADAAF0|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/3cb64027-6af3-4467-9ce6-e7e62eadaaf0@path=%2FOCP_S2_b%23P06-Pol2_pH8_06092021_%232.DTA|||||||2022-02-14|Jakub Nowak|S2_b||||||||||||2022-02-14|Jakub Nowak|OCP_S2_b#P06-Pol2_pH8||||||||
3CB64027-6AF3-4467-9CE6-E7E62EADAAF0|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/3cb64027-6af3-4467-9ce6-e7e62eadaaf0@path=%2FOCP_S2_b%23P06-Pol2_pH8_06092021_%233.DTA|||||||2022-02-14|Jakub Nowak|S2_b||||||||||||2022-02-14|Jakub Nowak|OCP_S2_b#P06-Pol2_pH8||||||||
3CB64027-6AF3-4467-9CE6-E7E62EADAAF0|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/3cb64027-6af3-4467-9ce6-e7e62eadaaf0@path=%2FOCP_S2_b%23P06-Pol2_pH8_06092021_%234.DTA|||||||2022-02-14|Jakub Nowak|S2_b||||||||||||2022-02-14|Jakub Nowak|OCP_S2_b#P06-Pol2_pH8||||||||
3CB64027-6AF3-4467-9CE6-E7E62EADAAF0|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/3cb64027-6af3-4467-9ce6-e7e62eadaaf0/OCP_S2_b%23P06-Pol2_pH8_06092021_%231.DTA/@type=metadata&version=1672885252|||||||2022-02-14|Jakub Nowak|S2_b||||||||||||2022-02-14|Jakub Nowak|OCP_S2_b#P06-Pol2_pH8|https://purl.org/coscine/resources/3cb64027-6af3-4467-9ce6-e7e62eadaaf0/OCP_S2_b%23P06-Pol2_pH8_06092021_%231.DTA|2023-01-05T02:20:53.457543Z|https://purl.org/coscine/resources/3cb64027-6af3-4467-9ce6-e7e62eadaaf0/OCP_S2_b%23P06-Pol2_pH8_06092021_%231.DTA/@type=data&version=1672704875|||http://www.w3.org/ns/ldp#RDFSource|2023-01-05T02:20:53.457517Z|https://purl.org/coscine/resources/3cb64027-6af3-4467-9ce6-e7e62eadaaf0/OCP_S2_b%23P06-Pol2_pH8_06092021_%231.DTA/@type=metadata&version=1672773047
3CB64027-6AF3-4467-9CE6-E7E62EADAAF0|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/3cb64027-6af3-4467-9ce6-e7e62eadaaf0/OCP_S2_b%23P06-Pol2_pH8_06092021_%232.DTA/@type=metadata&version=1672885253|||||||2022-02-14|Jakub Nowak|S2_b||||||||||||2022-02-14|Jakub Nowak|OCP_S2_b#P06-Pol2_pH8|https://purl.org/coscine/resources/3cb64027-6af3-4467-9ce6-e7e62eadaaf0/OCP_S2_b%23P06-Pol2_pH8_06092021_%232.DTA|2023-01-05T02:20:53.950412Z|https://purl.org/coscine/resources/3cb64027-6af3-4467-9ce6-e7e62eadaaf0/OCP_S2_b%23P06-Pol2_pH8_06092021_%232.DTA/@type=data&version=1672704878|||http://www.w3.org/ns/ldp#RDFSource|2023-01-05T02:20:53.950391Z|https://purl.org/coscine/resources/3cb64027-6af3-4467-9ce6-e7e62eadaaf0/OCP_S2_b%23P06-Pol2_pH8_06092021_%232.DTA/@type=metadata&version=1672773048
3CB64027-6AF3-4467-9CE6-E7E62EADAAF0|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/3cb64027-6af3-4467-9ce6-e7e62eadaaf0/OCP_S2_b%23P06-Pol2_pH8_06092021_%233.DTA/@type=metadata&version=1672885253|||||||2022-02-14|Jakub Nowak|S2_b||||||||||||2022-02-14|Jakub Nowak|OCP_S2_b#P06-Pol2_pH8|https://purl.org/coscine/resources/3cb64027-6af3-4467-9ce6-e7e62eadaaf0/OCP_S2_b%23P06-Pol2_pH8_06092021_%233.DTA|2023-01-05T02:20:54.441282Z|https://purl.org/coscine/resources/3cb64027-6af3-4467-9ce6-e7e62eadaaf0/OCP_S2_b%23P06-Pol2_pH8_06092021_%233.DTA/@type=data&version=1672704880|||http://www.w3.org/ns/ldp#RDFSource|2023-01-05T02:20:54.441260Z|https://purl.org/coscine/resources/3cb64027-6af3-4467-9ce6-e7e62eadaaf0/OCP_S2_b%23P06-Pol2_pH8_06092021_%233.DTA/@type=metadata&version=1672773048
3CB64027-6AF3-4467-9CE6-E7E62EADAAF0|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/3cb64027-6af3-4467-9ce6-e7e62eadaaf0/OCP_S2_b%23P06-Pol2_pH8_06092021_%234.DTA/@type=metadata&version=1672885254|||||||2022-02-14|Jakub Nowak|S2_b||||||||||||2022-02-14|Jakub Nowak|OCP_S2_b#P06-Pol2_pH8|https://purl.org/coscine/resources/3cb64027-6af3-4467-9ce6-e7e62eadaaf0/OCP_S2_b%23P06-Pol2_pH8_06092021_%234.DTA|2023-01-05T02:20:54.927495Z|https://purl.org/coscine/resources/3cb64027-6af3-4467-9ce6-e7e62eadaaf0/OCP_S2_b%23P06-Pol2_pH8_06092021_%234.DTA/@type=data&version=1672704882|||http://www.w3.org/ns/ldp#RDFSource|2023-01-05T02:20:54.927449Z|https://purl.org/coscine/resources/3cb64027-6af3-4467-9ce6-e7e62eadaaf0/OCP_S2_b%23P06-Pol2_pH8_06092021_%234.DTA/@type=metadata&version=1672773049
4082CBB8-A48E-4656-8A91-E36FDFF4A782|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/4082cbb8-a48e-4656-8a91-e36fdff4a782@path=%2FPDP_S2_b%23P01-Pol1_WB_pH11.5_10122021_%231.DTA|||OCP_S2_b#P01-Pol1_WB_pH11.5||||2022-02-14||S2_b WB||||||||||||2022-02-14|Jakub Nowak|PDP_S2_b#P01-Pol1_WB_pH11.5||||||||
4082CBB8-A48E-4656-8A91-E36FDFF4A782|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/4082cbb8-a48e-4656-8a91-e36fdff4a782@path=%2FPDP_S2_b%23P01-Pol1_WB_pH11.5_10122021_%232.DTA|||OCP_S2_b#P01-Pol1_WB_pH11.5||||2022-02-14||S2_b WB||||||||||||2022-02-14|Jakub Nowak|PDP_S2_b#P01-Pol1_WB_pH11.5||||||||
4082CBB8-A48E-4656-8A91-E36FDFF4A782|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/4082cbb8-a48e-4656-8a91-e36fdff4a782@path=%2FPDP_S2_b%23P01-Pol1_WB_pH11.5_10122021_%233.DTA|||OCP_S2_b#P01-Pol1_WB_pH11.5||||2022-02-14||S2_b WB||||||||||||2022-02-14|Jakub Nowak|PDP_S2_b#P01-Pol1_WB_pH11.5||||||||
4082CBB8-A48E-4656-8A91-E36FDFF4A782|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/4082cbb8-a48e-4656-8a91-e36fdff4a782@path=%2FPDP_S2_b%23P01-Pol1_WB_pH11.5_10122021_%234.DTA|||OCP_S2_b#P01-Pol1_WB_pH11.5||||2022-02-14||S2_b WB||||||||||||2022-02-14|Jakub Nowak|PDP_S2_b#P01-Pol1_WB_pH11.5||||||||
4082CBB8-A48E-4656-8A91-E36FDFF4A782|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/4082cbb8-a48e-4656-8a91-e36fdff4a782@path=%2FPDP_S2_b%23P01-Pol1_WB_pH11.5_10122021_%235.DTA|||OCP_S2_b#P01-Pol1_WB_pH11.5||||2022-02-14||S2_b WB||||||||||||2022-02-14|Jakub Nowak|PDP_S2_b#P01-Pol1_WB_pH11.5||||||||
4082CBB8-A48E-4656-8A91-E36FDFF4A782|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/4082cbb8-a48e-4656-8a91-e36fdff4a782@path=%2FPDP_S2_b%23P01-Pol1_WB_pH11.5_10122021_%236.DTA|||OCP_S2_b#P01-Pol1_WB_pH11.5||||2022-02-14||S2_b WB||||||||||||2022-02-14|Jakub Nowak|PDP_S2_b#P01-Pol1_WB_pH11.5||||||||
4082CBB8-A48E-4656-8A91-E36FDFF4A782|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/4082cbb8-a48e-4656-8a91-e36fdff4a782@path=%2FPDP_S2_b%23P01-Pol1_WB_pH11.5_10122021_%237.DTA|||OCP_S2_b#P01-Pol1_WB_pH11.5||||2022-02-14||S2_b WB||||||||||||2022-02-14|Jakub Nowak|PDP_S2_b#P01-Pol1_WB_pH11.5||||||||
4082CBB8-A48E-4656-8A91-E36FDFF4A782|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://hdl.handle.net/21.11102/4082cbb8-a48e-4656-8a91-e36fdff4a782@path=%2FPDP_S2_b%23P01-Pol1_WB_pH11.5_10122021_%238.DTA|||OCP_S2_b#P01-Pol1_WB_pH11.5||||2022-02-14||S2_b WB||||||||||||2022-02-14|Jakub Nowak|PDP_S2_b#P01-Pol1_WB_pH11.5||||||||
4082CBB8-A48E-4656-8A91-E36FDFF4A782|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/4082cbb8-a48e-4656-8a91-e36fdff4a782/PDP_S2_b%23P01-Pol1_WB_pH11.5_10122021_%231.DTA/@type=metadata&version=1672885042|||OCP_S2_b#P01-Pol1_WB_pH11.5||||2022-02-14||S2_b WB||||||||||||2022-02-14|Jakub Nowak|PDP_S2_b#P01-Pol1_WB_pH11.5|https://purl.org/coscine/resources/4082cbb8-a48e-4656-8a91-e36fdff4a782/PDP_S2_b%23P01-Pol1_WB_pH11.5_10122021_%231.DTA|2023-01-05T02:17:23.467806Z|https://purl.org/coscine/resources/4082cbb8-a48e-4656-8a91-e36fdff4a782/PDP_S2_b%23P01-Pol1_WB_pH11.5_10122021_%231.DTA/@type=data&version=1672703581|||http://www.w3.org/ns/ldp#RDFSource|2023-01-05T02:17:23.467779Z|https://purl.org/coscine/resources/4082cbb8-a48e-4656-8a91-e36fdff4a782/PDP_S2_b%23P01-Pol1_WB_pH11.5_10122021_%231.DTA/@type=metadata&version=1672772852
4082CBB8-A48E-4656-8A91-E36FDFF4A782|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/4082cbb8-a48e-4656-8a91-e36fdff4a782/PDP_S2_b%23P01-Pol1_WB_pH11.5_10122021_%232.DTA/@type=metadata&version=1672885043|||OCP_S2_b#P01-Pol1_WB_pH11.5||||2022-02-14||S2_b WB||||||||||||2022-02-14|Jakub Nowak|PDP_S2_b#P01-Pol1_WB_pH11.5|https://purl.org/coscine/resources/4082cbb8-a48e-4656-8a91-e36fdff4a782/PDP_S2_b%23P01-Pol1_WB_pH11.5_10122021_%232.DTA|2023-01-05T02:17:23.967319Z|https://purl.org/coscine/resources/4082cbb8-a48e-4656-8a91-e36fdff4a782/PDP_S2_b%23P01-Pol1_WB_pH11.5_10122021_%232.DTA/@type=data&version=1672703584|||http://www.w3.org/ns/ldp#RDFSource|2023-01-05T02:17:23.967297Z|https://purl.org/coscine/resources/4082cbb8-a48e-4656-8a91-e36fdff4a782/PDP_S2_b%23P01-Pol1_WB_pH11.5_10122021_%232.DTA/@type=metadata&version=1672772853
4082CBB8-A48E-4656-8A91-E36FDFF4A782|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/4082cbb8-a48e-4656-8a91-e36fdff4a782/PDP_S2_b%23P01-Pol1_WB_pH11.5_10122021_%233.DTA/@type=metadata&version=1672885043|||OCP_S2_b#P01-Pol1_WB_pH11.5||||2022-02-14||S2_b WB||||||||||||2022-02-14|Jakub Nowak|PDP_S2_b#P01-Pol1_WB_pH11.5|https://purl.org/coscine/resources/4082cbb8-a48e-4656-8a91-e36fdff4a782/PDP_S2_b%23P01-Pol1_WB_pH11.5_10122021_%233.DTA|2023-01-05T02:17:24.467092Z|https://purl.org/coscine/resources/4082cbb8-a48e-4656-8a91-e36fdff4a782/PDP_S2_b%23P01-Pol1_WB_pH11.5_10122021_%233.DTA/@type=data&version=1672703588|||http://www.w3.org/ns/ldp#RDFSource|2023-01-05T02:17:24.467067Z|https://purl.org/coscine/resources/4082cbb8-a48e-4656-8a91-e36fdff4a782/PDP_S2_b%23P01-Pol1_WB_pH11.5_10122021_%233.DTA/@type=metadata&version=1672772853
4082CBB8-A48E-4656-8A91-E36FDFF4A782|D0CE723A-EDF8-49F8-B2AC-34D7251CF104|https://purl.org/coscine/resources/4082cbb8-a48e-4656-8a91-e36fdff4a782/PDP_S2_b%23P01-Pol1_WB_pH11.5_10122021_%234.DTA/@type=metadata&version=1672885044|||OCP_S2_b#P01-Pol1_WB_pH11.5||||2022-02-14||S2_b WB||||||||||||2022-02-14|Jakub Nowak|PDP_S2_b#P01-Pol1_WB_pH11.5|https://purl.org/coscine/resources/4082cbb8-a48e-4656-8a91-e36fdff4a782/PDP_S2_b%23P01-Pol1_WB_pH11.5_10122021_%234.DTA|2023-01-05T02:17:24.961170Z|https://purl.org/coscine/resources/4082cbb8-a48e-4656-8a91-e36fdff4a782/PDP_S2_b%23P01-Pol1_WB_pH11.5_10122021_%234.DTA/@type=data&version=1672703590|||http://www.w3.org/ns/ldp#RDFSource|2023-01-05T02:17:24.961149Z|https://purl.org/coscine/resources/4082cbb8-a48e-4656-8a91-e36fdff4a782/PDP_S2_b%23P01-Pol1_WB_pH11.5_10122021_%234.DTA/@type=metadata&version=1672772854
