,Resource,Type,File,http://purl.org/coscine/terms/sfb1394#acquiredIons,http://purl.org/coscine/terms/sfb1394#annularMillingParameters,http://purl.org/coscine/terms/sfb1394#baseTemperature,http://purl.org/coscine/terms/sfb1394#detectionRate,http://purl.org/coscine/terms/sfb1394#laserPulseEnergy,http://purl.org/coscine/terms/sfb1394#lowVoltageCleaning,http://purl.org/coscine/terms/sfb1394#measurementDateTime,http://purl.org/coscine/terms/sfb1394#mode,http://purl.org/coscine/terms/sfb1394#operator,http://purl.org/coscine/terms/sfb1394#parentSampleId,http://purl.org/coscine/terms/sfb1394#pulseFrequency,http://purl.org/coscine/terms/sfb1394#runTime,http://purl.org/coscine/terms/sfb1394#shankAngle,http://purl.org/coscine/terms/sfb1394#specimenApexRadius,http://purl.org/coscine/terms/sfb1394#startVoltage,http://purl.org/coscine/terms/sfb1394#stopVoltage,http://purl.org/dc/terms/created,http://purl.org/dc/terms/creator,http://purl.org/dc/terms/identifier,http://www.purl.org/net/CSMD/4.0#investigation_instrument,http://www.purl.org/net/CSMD/4.0#investigation_sample
113,322EA9BA-AF4E-4C3A-BE02-0FC76C6673FE,rds,https://purl.org/coscine/resources/322ea9ba-af4e-4c3a-be02-0fc76c6673fe/R68_06387-v01-clip400nm-20nmSlice_Ca100%25.BMP/@type=metadata&version=1672829755,20,0.79 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm,30.0,0.5,60.0,5 kV / 50 s,2021-07-02,Laser,Marcus Hans,"Thin film sample e118_P16 (Philipp Keuter), Mg-Al-Ca, 100°C (2020-09-02)",125.0,580,8.5,18,1.4,3.5,2020-12-02,Marcus Hans,R68_06387-v01,LEAP4000XHR_5068,200625_C141_Aparna9:M-26
114,322EA9BA-AF4E-4C3A-BE02-0FC76C6673FE,rds,https://purl.org/coscine/resources/322ea9ba-af4e-4c3a-be02-0fc76c6673fe/R68_06387-v01-clip400nm-20nmSlice_CaH100%25.BMP/@type=metadata&version=1672829761,20,0.79 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm,30.0,0.5,60.0,5 kV / 50 s,2021-07-02,Laser,Marcus Hans,"Thin film sample e118_P16 (Philipp Keuter), Mg-Al-Ca, 100°C (2020-09-02)",125.0,580,8.5,18,1.4,3.5,2020-12-02,Marcus Hans,R68_06387-v01,LEAP4000XHR_5068,200625_C141_Aparna9:M-26
115,322EA9BA-AF4E-4C3A-BE02-0FC76C6673FE,rds,https://purl.org/coscine/resources/322ea9ba-af4e-4c3a-be02-0fc76c6673fe/R68_06387-v01-clip400nm-20nmSlice_Ga100%25.BMP/@type=metadata&version=1672829751,20,0.79 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm,30.0,0.5,60.0,5 kV / 50 s,2021-07-02,Laser,Marcus Hans,"Thin film sample e118_P16 (Philipp Keuter), Mg-Al-Ca, 100°C (2020-09-02)",125.0,580,8.5,18,1.4,3.5,2020-12-02,Marcus Hans,R68_06387-v01,LEAP4000XHR_5068,200625_C141_Aparna9:M-26
116,322EA9BA-AF4E-4C3A-BE02-0FC76C6673FE,rds,https://purl.org/coscine/resources/322ea9ba-af4e-4c3a-be02-0fc76c6673fe/R68_06387-v01-clip400nm-20nmSlice_Mg1%25.BMP/@type=metadata&version=1672829768,20,0.79 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm,30.0,0.5,60.0,5 kV / 50 s,2021-07-02,Laser,Marcus Hans,"Thin film sample e118_P16 (Philipp Keuter), Mg-Al-Ca, 100°C (2020-09-02)",125.0,580,8.5,18,1.4,3.5,2020-12-02,Marcus Hans,R68_06387-v01,LEAP4000XHR_5068,200625_C141_Aparna9:M-26
117,322EA9BA-AF4E-4C3A-BE02-0FC76C6673FE,rds,https://purl.org/coscine/resources/322ea9ba-af4e-4c3a-be02-0fc76c6673fe/R68_06387-v01-clip400nm-20nmSlice_Mg2O100%25.BMP/@type=metadata&version=1672829751,20,0.79 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm,30.0,0.5,60.0,5 kV / 50 s,2021-07-02,Laser,Marcus Hans,"Thin film sample e118_P16 (Philipp Keuter), Mg-Al-Ca, 100°C (2020-09-02)",125.0,580,8.5,18,1.4,3.5,2020-12-02,Marcus Hans,R68_06387-v01,LEAP4000XHR_5068,200625_C141_Aparna9:M-26
118,322EA9BA-AF4E-4C3A-BE02-0FC76C6673FE,rds,https://purl.org/coscine/resources/322ea9ba-af4e-4c3a-be02-0fc76c6673fe/R68_06387-v01-clip400nm-20nmSlice_O100%25.BMP/@type=metadata&version=1672829762,20,0.79 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm,30.0,0.5,60.0,5 kV / 50 s,2021-07-02,Laser,Marcus Hans,"Thin film sample e118_P16 (Philipp Keuter), Mg-Al-Ca, 100°C (2020-09-02)",125.0,580,8.5,18,1.4,3.5,2020-12-02,Marcus Hans,R68_06387-v01,LEAP4000XHR_5068,200625_C141_Aparna9:M-26
119,322EA9BA-AF4E-4C3A-BE02-0FC76C6673FE,rds,https://purl.org/coscine/resources/322ea9ba-af4e-4c3a-be02-0fc76c6673fe/R68_06387-v01-clip400nm-20nmSlice_scale400nm.BMP/@type=metadata&version=1672829767,20,0.79 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm,30.0,0.5,60.0,5 kV / 50 s,2021-07-02,Laser,Marcus Hans,"Thin film sample e118_P16 (Philipp Keuter), Mg-Al-Ca, 100°C (2020-09-02)",125.0,580,8.5,18,1.4,3.5,2020-12-02,Marcus Hans,R68_06387-v01,LEAP4000XHR_5068,200625_C141_Aparna9:M-26
120,322EA9BA-AF4E-4C3A-BE02-0FC76C6673FE,rds,https://purl.org/coscine/resources/322ea9ba-af4e-4c3a-be02-0fc76c6673fe/R68_06387-v01-clip400nm_BulkComp.csv/@type=metadata&version=1672829766,20,0.79 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm,30.0,0.5,60.0,5 kV / 50 s,2021-07-02,Laser,Marcus Hans,"Thin film sample e118_P16 (Philipp Keuter), Mg-Al-Ca, 100°C (2020-09-02)",125.0,580,8.5,18,1.4,3.5,2020-12-02,Marcus Hans,R68_06387-v01,LEAP4000XHR_5068,200625_C141_Aparna9:M-26
121,322EA9BA-AF4E-4C3A-BE02-0FC76C6673FE,rds,https://purl.org/coscine/resources/322ea9ba-af4e-4c3a-be02-0fc76c6673fe/R68_06387-v01-clip400nm_MassSpec.csv/@type=metadata&version=1672829754,20,0.79 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm,30.0,0.5,60.0,5 kV / 50 s,2021-07-02,Laser,Marcus Hans,"Thin film sample e118_P16 (Philipp Keuter), Mg-Al-Ca, 100°C (2020-09-02)",125.0,580,8.5,18,1.4,3.5,2020-12-02,Marcus Hans,R68_06387-v01,LEAP4000XHR_5068,200625_C141_Aparna9:M-26
122,322EA9BA-AF4E-4C3A-BE02-0FC76C6673FE,rds,https://purl.org/coscine/resources/322ea9ba-af4e-4c3a-be02-0fc76c6673fe/R68_06387-v01-clip400nm_ProxAl5%25_11nm_0-5nm.csv/@type=metadata&version=1672829747,20,0.79 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm,30.0,0.5,60.0,5 kV / 50 s,2021-07-02,Laser,Marcus Hans,"Thin film sample e118_P16 (Philipp Keuter), Mg-Al-Ca, 100°C (2020-09-02)",125.0,580,8.5,18,1.4,3.5,2020-12-02,Marcus Hans,R68_06387-v01,LEAP4000XHR_5068,200625_C141_Aparna9:M-26
123,322EA9BA-AF4E-4C3A-BE02-0FC76C6673FE,rds,https://purl.org/coscine/resources/322ea9ba-af4e-4c3a-be02-0fc76c6673fe/R68_06387-v01-clip400nm_ProxCa10%25_11nm_0-5nm.csv/@type=metadata&version=1672829767,20,0.79 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm,30.0,0.5,60.0,5 kV / 50 s,2021-07-02,Laser,Marcus Hans,"Thin film sample e118_P16 (Philipp Keuter), Mg-Al-Ca, 100°C (2020-09-02)",125.0,580,8.5,18,1.4,3.5,2020-12-02,Marcus Hans,R68_06387-v01,LEAP4000XHR_5068,200625_C141_Aparna9:M-26
124,322EA9BA-AF4E-4C3A-BE02-0FC76C6673FE,rds,https://purl.org/coscine/resources/322ea9ba-af4e-4c3a-be02-0fc76c6673fe/R68_06387-v01-clip400nm_cyl-10x10x400nm_2nm.csv/@type=metadata&version=1672829765,20,0.79 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm,30.0,0.5,60.0,5 kV / 50 s,2021-07-02,Laser,Marcus Hans,"Thin film sample e118_P16 (Philipp Keuter), Mg-Al-Ca, 100°C (2020-09-02)",125.0,580,8.5,18,1.4,3.5,2020-12-02,Marcus Hans,R68_06387-v01,LEAP4000XHR_5068,200625_C141_Aparna9:M-26
125,322EA9BA-AF4E-4C3A-BE02-0FC76C6673FE,rds,https://purl.org/coscine/resources/322ea9ba-af4e-4c3a-be02-0fc76c6673fe/R68_06387-v01.epos/@type=metadata&version=1672829768,20,0.79 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm,30.0,0.5,60.0,5 kV / 50 s,2021-07-02,Laser,Marcus Hans,"Thin film sample e118_P16 (Philipp Keuter), Mg-Al-Ca, 100°C (2020-09-02)",125.0,580,8.5,18,1.4,3.5,2020-12-02,Marcus Hans,R68_06387-v01,LEAP4000XHR_5068,200625_C141_Aparna9:M-26
126,322EA9BA-AF4E-4C3A-BE02-0FC76C6673FE,rds,https://purl.org/coscine/resources/322ea9ba-af4e-4c3a-be02-0fc76c6673fe/R68_06387-v01_RangeFile.RRNG/@type=metadata&version=1672829763,20,0.79 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm,30.0,0.5,60.0,5 kV / 50 s,2021-07-02,Laser,Marcus Hans,"Thin film sample e118_P16 (Philipp Keuter), Mg-Al-Ca, 100°C (2020-09-02)",125.0,580,8.5,18,1.4,3.5,2020-12-02,Marcus Hans,R68_06387-v01,LEAP4000XHR_5068,200625_C141_Aparna9:M-26
127,37C57FC4-9963-441F-AA65-8C777A86FAF3,rds,https://hdl.handle.net/21.11102/37c57fc4-9963-441f-aa65-8c777a86faf3@path=%2FR68_06788-v01temp1.root,50,4.0/1.5 um	0.79 nA3.0/0.75 um	0.43 nA2.5/0.5 um	0.23 nA2.0/0.3 um	80 pA2.0/0.1 um	40 pA,30.0,"0,5",100.0,"5kV, 40pA, 30 sek",2022-02-02,Laser,Deborah Neuß,R68_06788,125.0,"23,29 h",12,22,None,"3,546",2021-03-08,Deborah Neuß,R68_06788,LEAP4000XHR_5068,210308_C162_Deborah2:M-26
128,37C57FC4-9963-441F-AA65-8C777A86FAF3,rds,https://hdl.handle.net/21.11102/37c57fc4-9963-441f-aa65-8c777a86faf3@path=%2FR68_06788-v02_RangeFile.RRNG,50,4.0/1.5 um	0.79 nA3.0/0.75 um	0.43 nA2.5/0.5 um	0.23 nA2.0/0.3 um	80 pA2.0/0.1 um	40 pA,30.0,"0,5",100.0,"5kV, 40pA, 30 sek",2022-02-02,Laser,Deborah Neuß,R68_06788,125.0,"23,29 h",12,22,None,"3,546",2021-03-08,Deborah Neuß,R68_06788,LEAP4000XHR_5068,210308_C162_Deborah2:M-26
129,37C57FC4-9963-441F-AA65-8C777A86FAF3,rds,https://hdl.handle.net/21.11102/37c57fc4-9963-441f-aa65-8c777a86faf3@path=%2FR68_06788.shadow,50,4.0/1.5 um	0.79 nA3.0/0.75 um	0.43 nA2.5/0.5 um	0.23 nA2.0/0.3 um	80 pA2.0/0.1 um	40 pA,30.0,"0,5",100.0,"5kV, 40pA, 30 sek",2022-02-02,Laser,Deborah Neuß,R68_06788,125.0,"23,29 h",12,22,None,"3,546",2021-03-08,Deborah Neuß,R68_06788,LEAP4000XHR_5068,210308_C162_Deborah2:M-26
130,37C57FC4-9963-441F-AA65-8C777A86FAF3,rds,https://hdl.handle.net/21.11102/37c57fc4-9963-441f-aa65-8c777a86faf3@path=%2FR68_06788temp1.root,50,4.0/1.5 um	0.79 nA3.0/0.75 um	0.43 nA2.5/0.5 um	0.23 nA2.0/0.3 um	80 pA2.0/0.1 um	40 pA,30.0,"0,5",100.0,"5kV, 40pA, 30 sek",2022-02-02,Laser,Deborah Neuß,R68_06788,125.0,"23,29 h",12,22,None,"3,546",2021-03-08,Deborah Neuß,R68_06788,LEAP4000XHR_5068,210308_C162_Deborah2:M-26
131,37C57FC4-9963-441F-AA65-8C777A86FAF3,rds,https://hdl.handle.net/21.11102/37c57fc4-9963-441f-aa65-8c777a86faf3@path=%2FR68_06788temp2.root,50,4.0/1.5 um	0.79 nA3.0/0.75 um	0.43 nA2.5/0.5 um	0.23 nA2.0/0.3 um	80 pA2.0/0.1 um	40 pA,30.0,"0,5",100.0,"5kV, 40pA, 30 sek",2022-02-02,Laser,Deborah Neuß,R68_06788,125.0,"23,29 h",12,22,None,"3,546",2021-03-08,Deborah Neuß,R68_06788,LEAP4000XHR_5068,210308_C162_Deborah2:M-26
132,40CBD7DD-7ECB-441B-9409-461D9E080B87,rds,https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Ca100%25-iso6%25_2pt.BMP/@type=metadata&version=1672843420,27.9,0.43 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm,30.0,0.5,100.0,5 kV / 30 s,2021-07-02,Laser,Marcus Hans,"Mg-Ca_25, solid solution, 2017-05-18",125.0,795,3,60,2.1,2.7,2020-10-27,Marcus Hans,R68_06233-v01,LEAP4000XHR_5068,200728_C145_Marcus38:M-34
133,40CBD7DD-7ECB-441B-9409-461D9E080B87,rds,https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Ca100%25-iso6%25_2pt.BMP/@type=metadata&version=1672865712,None,None,31.328125,None,73.046875,None,None,None,None,None,130.53385416666666,None,None,None,None,None,None,None,None,None,None
134,40CBD7DD-7ECB-441B-9409-461D9E080B87,rds,https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Ca100%25_2pt.BMP/@type=metadata&version=1672843421,27.9,0.43 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm,30.0,0.5,100.0,5 kV / 30 s,2021-07-02,Laser,Marcus Hans,"Mg-Ca_25, solid solution, 2017-05-18",125.0,795,3,60,2.1,2.7,2020-10-27,Marcus Hans,R68_06233-v01,LEAP4000XHR_5068,200728_C145_Marcus38:M-34
135,40CBD7DD-7ECB-441B-9409-461D9E080B87,rds,https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Ca100%25_2pt.BMP/@type=metadata&version=1672865713,None,None,31.328125,None,73.046875,None,None,None,None,None,130.53385416666666,None,None,None,None,None,None,None,None,None,None
136,40CBD7DD-7ECB-441B-9409-461D9E080B87,rds,https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_CaO100%25_2pt.BMP/@type=metadata&version=1672843421,27.9,0.43 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm,30.0,0.5,100.0,5 kV / 30 s,2021-07-02,Laser,Marcus Hans,"Mg-Ca_25, solid solution, 2017-05-18",125.0,795,3,60,2.1,2.7,2020-10-27,Marcus Hans,R68_06233-v01,LEAP4000XHR_5068,200728_C145_Marcus38:M-34
137,40CBD7DD-7ECB-441B-9409-461D9E080B87,rds,https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_CaO100%25_2pt.BMP/@type=metadata&version=1672865714,None,None,31.328125,None,73.046875,None,None,None,None,None,130.53385416666666,None,None,None,None,None,None,None,None,None,None
138,40CBD7DD-7ECB-441B-9409-461D9E080B87,rds,https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Mg2%25_2pt.BMP/@type=metadata&version=1672843422,27.9,0.43 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm,30.0,0.5,100.0,5 kV / 30 s,2021-07-02,Laser,Marcus Hans,"Mg-Ca_25, solid solution, 2017-05-18",125.0,795,3,60,2.1,2.7,2020-10-27,Marcus Hans,R68_06233-v01,LEAP4000XHR_5068,200728_C145_Marcus38:M-34
139,40CBD7DD-7ECB-441B-9409-461D9E080B87,rds,https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Mg2%25_2pt.BMP/@type=metadata&version=1672865714,None,None,31.328125,None,73.046875,None,None,None,None,None,130.53385416666666,None,None,None,None,None,None,None,None,None,None
140,40CBD7DD-7ECB-441B-9409-461D9E080B87,rds,https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Mg2O20%25_2pt.BMP/@type=metadata&version=1672843423,27.9,0.43 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm,30.0,0.5,100.0,5 kV / 30 s,2021-07-02,Laser,Marcus Hans,"Mg-Ca_25, solid solution, 2017-05-18",125.0,795,3,60,2.1,2.7,2020-10-27,Marcus Hans,R68_06233-v01,LEAP4000XHR_5068,200728_C145_Marcus38:M-34
141,40CBD7DD-7ECB-441B-9409-461D9E080B87,rds,https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Mg2O20%25_2pt.BMP/@type=metadata&version=1672865715,None,None,31.328125,None,73.046875,None,None,None,None,None,130.53385416666666,None,None,None,None,None,None,None,None,None,None
142,40CBD7DD-7ECB-441B-9409-461D9E080B87,rds,https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Mg2O50%25_2pt.BMP/@type=metadata&version=1672843423,27.9,0.43 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm,30.0,0.5,100.0,5 kV / 30 s,2021-07-02,Laser,Marcus Hans,"Mg-Ca_25, solid solution, 2017-05-18",125.0,795,3,60,2.1,2.7,2020-10-27,Marcus Hans,R68_06233-v01,LEAP4000XHR_5068,200728_C145_Marcus38:M-34
143,40CBD7DD-7ECB-441B-9409-461D9E080B87,rds,https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Mg2O50%25_2pt.BMP/@type=metadata&version=1672865715,None,None,31.328125,None,73.046875,None,None,None,None,None,130.53385416666666,None,None,None,None,None,None,None,None,None,None
144,40CBD7DD-7ECB-441B-9409-461D9E080B87,rds,https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_O100%25_2pt.BMP/@type=metadata&version=1672843424,27.9,0.43 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm,30.0,0.5,100.0,5 kV / 30 s,2021-07-02,Laser,Marcus Hans,"Mg-Ca_25, solid solution, 2017-05-18",125.0,795,3,60,2.1,2.7,2020-10-27,Marcus Hans,R68_06233-v01,LEAP4000XHR_5068,200728_C145_Marcus38:M-34
145,40CBD7DD-7ECB-441B-9409-461D9E080B87,rds,https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_O100%25_2pt.BMP/@type=metadata&version=1672865716,None,None,31.328125,None,73.046875,None,None,None,None,None,130.53385416666666,None,None,None,None,None,None,None,None,None,None
146,40CBD7DD-7ECB-441B-9409-461D9E080B87,rds,https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Prox-Ca_6%25_6nm_0-5nm.csv/@type=metadata&version=1672843424,27.9,0.43 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm,30.0,0.5,100.0,5 kV / 30 s,2021-07-02,Laser,Marcus Hans,"Mg-Ca_25, solid solution, 2017-05-18",125.0,795,3,60,2.1,2.7,2020-10-27,Marcus Hans,R68_06233-v01,LEAP4000XHR_5068,200728_C145_Marcus38:M-34
147,40CBD7DD-7ECB-441B-9409-461D9E080B87,rds,https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_Prox-Ca_6%25_6nm_0-5nm.csv/@type=metadata&version=1672865717,None,None,31.328125,None,73.046875,None,None,None,None,None,130.53385416666666,None,None,None,None,None,None,None,None,None,None
148,40CBD7DD-7ECB-441B-9409-461D9E080B87,rds,https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_scale.BMP/@type=metadata&version=1672843425,27.9,0.43 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm,30.0,0.5,100.0,5 kV / 30 s,2021-07-02,Laser,Marcus Hans,"Mg-Ca_25, solid solution, 2017-05-18",125.0,795,3,60,2.1,2.7,2020-10-27,Marcus Hans,R68_06233-v01,LEAP4000XHR_5068,200728_C145_Marcus38:M-34
149,40CBD7DD-7ECB-441B-9409-461D9E080B87,rds,https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v01_scale.BMP/@type=metadata&version=1672865717,None,None,31.328125,None,73.046875,None,None,None,None,None,130.53385416666666,None,None,None,None,None,None,None,None,None,None
150,40CBD7DD-7ECB-441B-9409-461D9E080B87,rds,https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v05.epos/@type=metadata&version=1672843425,27.9,0.43 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm,30.0,0.5,100.0,5 kV / 30 s,2021-07-02,Laser,Marcus Hans,"Mg-Ca_25, solid solution, 2017-05-18",125.0,795,3,60,2.1,2.7,2020-10-27,Marcus Hans,R68_06233-v01,LEAP4000XHR_5068,200728_C145_Marcus38:M-34
151,40CBD7DD-7ECB-441B-9409-461D9E080B87,rds,https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v05.epos/@type=metadata&version=1672865718,None,None,31.328125,None,73.046875,None,None,None,None,None,130.53385416666666,None,None,None,None,None,None,None,None,None,None
152,40CBD7DD-7ECB-441B-9409-461D9E080B87,rds,https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v05_FullZAxis_2nm.csv/@type=metadata&version=1672843426,27.9,0.43 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm,30.0,0.5,100.0,5 kV / 30 s,2021-07-02,Laser,Marcus Hans,"Mg-Ca_25, solid solution, 2017-05-18",125.0,795,3,60,2.1,2.7,2020-10-27,Marcus Hans,R68_06233-v01,LEAP4000XHR_5068,200728_C145_Marcus38:M-34
153,40CBD7DD-7ECB-441B-9409-461D9E080B87,rds,https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v05_FullZAxis_2nm.csv/@type=metadata&version=1672865718,None,None,31.328125,None,73.046875,None,None,None,None,None,130.53385416666666,None,None,None,None,None,None,None,None,None,None
154,40CBD7DD-7ECB-441B-9409-461D9E080B87,rds,https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v05_MassSpec.csv/@type=metadata&version=1672843427,27.9,0.43 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm,30.0,0.5,100.0,5 kV / 30 s,2021-07-02,Laser,Marcus Hans,"Mg-Ca_25, solid solution, 2017-05-18",125.0,795,3,60,2.1,2.7,2020-10-27,Marcus Hans,R68_06233-v01,LEAP4000XHR_5068,200728_C145_Marcus38:M-34
155,40CBD7DD-7ECB-441B-9409-461D9E080B87,rds,https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/R68_06233-v05_MassSpec.csv/@type=metadata&version=1672865719,None,None,31.328125,None,73.046875,None,None,None,None,None,130.53385416666666,None,None,None,None,None,None,None,None,None,None
156,40CBD7DD-7ECB-441B-9409-461D9E080B87,rds,https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/RangeFile_R68_06233.RRNG/@type=metadata&version=1672843427,27.9,0.43 nA / 1.5 μm0.43 nA / 0.75 μm0.23 nA / 0.5 μm80 pA / 0.3 μm40 pA / 0.1 μm,30.0,0.5,100.0,5 kV / 30 s,2021-07-02,Laser,Marcus Hans,"Mg-Ca_25, solid solution, 2017-05-18",125.0,795,3,60,2.1,2.7,2020-10-27,Marcus Hans,R68_06233-v01,LEAP4000XHR_5068,200728_C145_Marcus38:M-34
157,40CBD7DD-7ECB-441B-9409-461D9E080B87,rds,https://purl.org/coscine/resources/40cbd7dd-7ecb-441b-9409-461d9e080b87/RangeFile_R68_06233.RRNG/@type=metadata&version=1672865720,None,None,31.328125,None,73.046875,None,None,None,None,None,130.53385416666666,None,None,None,None,None,None,None,None,None,None
158,44349A11-9351-4287-994B-1187150C4955,rds,https://hdl.handle.net/21.11102/44349a11-9351-4287-994b-1187150c4955@path=%2Fany.dat,None,None,31.328125,None,73.046875,None,None,None,None,None,130.53385416666666,None,None,None,None,None,21.10.2021,Dummy,None,None,None
159,44349A11-9351-4287-994B-1187150C4955,rds,https://hdl.handle.net/21.11102/44349a11-9351-4287-994b-1187150c4955@path=%2Fempty.txt,None,None,31.328125,None,73.046875,None,None,None,None,None,130.53385416666666,None,None,None,None,None,19.08.2021,a,a,None,None
160,44349A11-9351-4287-994B-1187150C4955,rds,https://hdl.handle.net/21.11102/44349a11-9351-4287-994b-1187150c4955@path=%2Fempty2.txt,None,None,31.328125,None,73.046875,None,None,None,None,None,130.53385416666666,None,None,None,None,None,1.1.1,1,1,None,None
161,44349A11-9351-4287-994B-1187150C4955,rds,https://hdl.handle.net/21.11102/44349a11-9351-4287-994b-1187150c4955@path=%2Fempty_2.txt,None,None,31.328125,None,73.046875,None,None,None,None,None,130.53385416666666,None,None,None,None,None,1.1.1,1,1,None,None
162,44349A11-9351-4287-994B-1187150C4955,rds,https://hdl.handle.net/21.11102/44349a11-9351-4287-994b-1187150c4955@path=%2Fempty_3.txt,None,None,31.328125,None,73.046875,None,None,None,None,None,130.53385416666666,None,None,None,None,None,20.10.2021,Me,1,None,None
